Year	Sample	Keyword	Score	Sample	Keyword	Score
0.1_percent	2021	covid-19 response	12.4573	1_percent	safety protocol	1.1189
0.1_percent	2021	poverty in half	12.451	1_percent	health department	1.1188
0.1_percent	2021	house floor	12.448	1_percent	football game	1.1185
0.1_percent	2021	fetal cell	12.422	1_percent	trump supporter	1.1183
0.1_percent	2021	isolation time	12.421	1_percent	covid-19 pill	1.1183
0.1_percent	2021	ssc chsl exam	12.413	1_percent	covid risk	1.1182
0.1_percent	2021	hate crime	12.411	1_percent	low vaccination rate	1.1182
0.1_percent	2021	anti-covid pill	12.41	1_percent	covid-19 surge	1.1181
0.1_percent	2021	next variant	12.41	1_percent	indoor mask	1.1181
0.1_percent	2021	covid supply chain	12.408	1_percent	life expectancy	1.118
0.1_percent	2021	animalistic origin	12.407	1_percent	miami beach	1.118
0.1_percent	2021	last presidential election	12.403	1_percent	fungal infection	1.118
0.1_percent	2021	high number of mutations	12.396	1_percent	number of mutations	1.118
0.1_percent	2021	case of new coronavirus	12.393	1_percent	public health official	1.1175
0.1_percent	2021	mask mandate in schools	12.3885	1_percent	lateral flow test	1.1175
0.1_percent	2021	lambda variant	12.386	1_percent	key worker	1.1173
0.1_percent	2021	covid cases	12.3851	1_percent	distribution plan	1.117
0.1_percent	2021	vaccinated individual	12.3836	1_percent	greg abbott	1.117
0.1_percent	2021	trans kid	12.376	1_percent	partial lockdown	1.117
0.1_percent	2021	rate in the world	12.3597	1_percent	early datum	1.117
0.1_percent	2021	anti vaxxer	12.3539	1_percent	south african variant	1.1168
0.1_percent	2021	great reset	12.3467	1_percent	death rate in the world	1.1165
0.1_percent	2021	cdc employee	12.343	1_percent	vaccine status	1.1165
0.1_percent	2021	rare heart	12.336	1_percent	covid victim	1.1161
0.1_percent	2021	positive patient	12.3357	1_percent	black people	1.116
0.1_percent	2021	texas school	12.333	1_percent	premier league	1.116
0.1_percent	2021	coronavirus restriction	12.3314	1_percent	neanderthal thinking	1.116
0.1_percent	2021	farmers protest	12.325	1_percent	upsc aspirant	1.116
0.1_percent	2021	underlying condition	12.3143	1_percent	covid-19 omicron variant	1.116
0.1_percent	2021	waning immunity	12.306	1_percent	doubling time	1.116
0.1_percent	2021	bts lockdown	12.3057	1_percent	home covid	1.116
0.1_percent	2021	tight security	12.299	1_percent	few month	1.1159
0.1_percent	2021	vaccination mandate	12.2966	1_percent	covid safety	1.1158
0.1_percent	2021	new restriction	12.291	1_percent	unvaccinated person	1.1158
0.1_percent	2021	fda approval	12.2868	1_percent	national guard	1.1157
0.1_percent	2021	class 12th board exam	12.281	1_percent	u r	1.1157
0.1_percent	2021	jen psaki	12.2808	1_percent	covid complication	1.1156
0.1_percent	2021	vaxxed people	12.2784	1_percent	long term effect	1.1154
0.1_percent	2021	free education	12.274	1_percent	priority group	1.1153
0.1_percent	2021	candace owens	12.272	1_percent	students life	1.1152
0.1_percent	2021	black americans	12.271	1_percent	year of lockdown	1.115
0.1_percent	2021	save life	12.2685	1_percent	gain-of-function research	1.115
0.1_percent	2021	indian strain	12.263	1_percent	american law	1.115
0.1_percent	2021	omicron virus	12.262	1_percent	supply chain issue	1.115
0.1_percent	2021	covid relief plan	12.2573	1_percent	global warming	1.115
0.1_percent	2021	dr fauci	12.2553	1_percent	variant cover	1.115
0.1_percent	2021	coronavirus response	12.2498	1_percent	happy holiday	1.115
0.1_percent	2021	jared kushner	12.248	1_percent	festive season	1.115
0.1_percent	2021	quarantine facility	12.2397	1_percent	oxygen tank	1.1147
0.1_percent	2021	covid law	12.2304	1_percent	rate in the world	1.1145
0.1_percent	2021	mark meadows	12.221	1_percent	coronavirus outbreak	1.1143
0.1_percent	2021	positive illegal immigrant	12.2195	1_percent	past week	1.1141
0.1_percent	2021	johnson vaccine	12.2134	1_percent	larry king	1.114
0.1_percent	2021	epidemic disease	12.207	1_percent	ppe kit	1.114
0.1_percent	2021	health condition	12.207	1_percent	vaccination mandate	1.114
0.1_percent	2021	use authorization	12.2032	1_percent	pandemic legislation	1.114
0.1_percent	2021	relief fund	12.1943	1_percent	eviction moratorium	1.1139
0.1_percent	2021	digital id	12.193	1_percent	climate crisis	1.1137
0.1_percent	2021	medical apartheid	12.185	1_percent	first batch	1.1137
0.1_percent	2021	covid prevention	12.183	1_percent	covid facility	1.1135
0.1_percent	2021	experimental vaccine	12.1724	1_percent	hospital name	1.1135
0.1_percent	2021	emergency meeting	12.1605	1_percent	plz help	1.1135
0.1_percent	2021	covid complication	12.1584	1_percent	spo2 level	1.1135
0.1_percent	2021	corona vaccine	12.1536	1_percent	coronavirus lockdown	1.1132
0.1_percent	2021	mask requirement	12.128	1_percent	tory mp	1.1132
0.1_percent	2021	indoor mask mandate	12.1263	1_percent	hard lockdown	1.113
0.1_percent	2021	oxygen crisis	12.126	1_percent	captain sir tom moore	1.113
0.1_percent	2021	patient in hospital	12.11	1_percent	internal assessment	1.113
0.1_percent	2021	ron johnson	12.1051	1_percent	lab-leak theory	1.113
0.1_percent	2021	partial lockdown	12.105	1_percent	taking ivermectin	1.113
0.1_percent	2021	state colin powell	12.101	1_percent	underlying health	1.1129
0.1_percent	2021	covid money	12.099	1_percent	anti lockdown	1.1128
0.1_percent	2021	respiratory virus	12.0957	1_percent	term effect	1.1128
0.1_percent	2021	midst of a pandemic	12.0949	1_percent	false positive	1.1127
0.1_percent	2021	saving life	12.0913	1_percent	reopening school	1.1127
0.1_percent	2021	lot of heat	12.089	1_percent	health infrastructure	1.1127
0.1_percent	2021	survival rate	12.0835	1_percent	health canada	1.1125
0.1_percent	2021	american law	12.072	1_percent	big deal	1.1122
0.1_percent	2021	new infection	12.0713	1_percent	catching covid	1.1122
0.1_percent	2021	covid-19 aid	12.062	1_percent	delta outbreak	1.1122
0.1_percent	2021	spreading misinformation	12.0531	1_percent	compensatory attempt	1.112
0.1_percent	2021	red state	12.0504	1_percent	food packet	1.112
0.1_percent	2021	federal contractor	12.05	1_percent	ल कर	1.112
0.1_percent	2021	social distancing rule	12.0498	1_percent	salmonella outbreak	1.112
0.1_percent	2021	economic relief	12.038	1_percent	red list	1.1119
0.1_percent	2021	online exam	12.0246	1_percent	local case	1.1117
0.1_percent	2021	funded gain-of-function	12.015	1_percent	self isolate	1.1116
0.1_percent	2021	black us secretary	12.015	1_percent	covid-19 omicron	1.1115
0.1_percent	2021	jenny harries	12.01	1_percent	experimental vaccine	1.1114
0.1_percent	2021	funeral pyre	12.004	1_percent	vaccine trial	1.1112
0.1_percent	2021	contact name	12.004	1_percent	paid sick leave	1.111
0.1_percent	2021	anthony fauci	12.0007	1_percent	ياريس ارجوك الطلاب هتموت	1.111
0.1_percent	2021	data integrity	12.0	1_percent	cdc mask	1.111
0.1_percent	2021	vaccine certificate	11.9827	1_percent	new book	1.111
0.1_percent	2021	spreader event	11.9785	1_percent	military council	1.111
0.1_percent	2021	effective public health	11.975	1_percent	chris rock	1.111
0.1_percent	2021	coronavirus lockdown	11.9594	1_percent	last winter	1.111
0.1_percent	2021	federal vaccine mandate	11.9455	1_percent	omicron patient	1.111
0.1_percent	2021	asian american community	11.931	1_percent	economic crisis	1.1108
0.1_percent	2021	empty shelf	11.9307	1_percent	positive patient	1.1108
0.1_percent	2021	axie infinity	11.924	1_percent	pfizer booster	1.1107
0.1_percent	2021	covid plan	11.9153	1_percent	omicron covid variant	1.1105
0.1_percent	2021	dock worker	11.904	1_percent	covid19 case	1.1104
0.1_percent	2021	covid datum	11.9028	1_percent	capitol building	1.11
0.1_percent	2021	anal swab	11.8973	1_percent	full year	1.11
0.1_percent	2021	exo member	11.887	1_percent	function research	1.11
0.1_percent	2021	indian government	11.886	1_percent	police union	1.11
0.1_percent	2021	fast recovery	11.8843	1_percent	variant b	1.11
0.1_percent	2021	mask in school	11.8747	1_percent	first omicron case	1.11
0.1_percent	2021	covid infection rate	11.8723	1_percent	vaccination card	1.1098
0.1_percent	2021	omicron come	11.866	1_percent	extra attempt	1.1098
0.1_percent	2021	getting omicron	11.866	1_percent	covid-19 vaccine rollout	1.1097
0.1_percent	2021	stopped covid	11.866	1_percent	food bank	1.1097
0.1_percent	2021	bharat biotech	11.863	1_percent	vaccine patent	1.1094
0.1_percent	2021	free vaccine	11.8504	1_percent	mandatory vaccine	1.1092
0.1_percent	2021	covid safety	11.8445	1_percent	health advice	1.109
0.1_percent	2021	gun violence	11.8442	1_percent	vaccine start	1.109
0.1_percent	2021	caught covid	11.832	1_percent	षक कब	1.109
0.1_percent	2021	pro vaccine	11.827	1_percent	data integrity	1.109
0.1_percent	2021	sant rampal ji maharaj	11.826	1_percent	underlying condition	1.1089
0.1_percent	2021	first covid vaccine	11.818	1_percent	new report	1.1087
0.1_percent	2021	lakh covid	11.818	1_percent	current situation	1.1087
0.1_percent	2021	covid loan	11.817	1_percent	madhya pradesh	1.1087
0.1_percent	2021	san diego zoo	11.815	1_percent	pfizer covid-19 vaccine	1.1085
0.1_percent	2021	astrazeneca coronavirus vaccine	11.814	1_percent	jandj vaccine	1.1085
0.1_percent	2021	olympic village	11.809	1_percent	new lockdown	1.1084
0.1_percent	2021	uttar pradesh	11.8083	1_percent	vaccination plan	1.1083
0.1_percent	2021	medical supply	11.807	1_percent	live update	1.1081
0.1_percent	2021	vaccine start	11.797	1_percent	great reset	1.108
0.1_percent	2021	chinese communist party	11.794	1_percent	mental stress	1.108
0.1_percent	2021	variant case	11.7934	1_percent	staff shortage	1.108
0.1_percent	2021	pfizer booster shot	11.792	1_percent	neutralizing antibody	1.108
0.1_percent	2021	many blood donation camp	11.791	1_percent	time of pandemic	1.1078
0.1_percent	2021	panic buying fuel	11.791	1_percent	covid-19 origin	1.1078
0.1_percent	2021	covid-19 omicron	11.7895	1_percent	country in the world	1.1077
0.1_percent	2021	home resident	11.7877	1_percent	conducting exam	1.1077
0.1_percent	2021	many blood donation	11.787	1_percent	pandemic relief	1.1076
0.1_percent	2021	covid norm	11.7833	1_percent	young child	1.1073
0.1_percent	2021	strict lockdown	11.7787	1_percent	school staff	1.107
0.1_percent	2021	craig kelly	11.7737	1_percent	coup attempt	1.107
0.1_percent	2021	time of pandemic	11.772	1_percent	fear mongering	1.107
0.1_percent	2021	civil hospital	11.771	1_percent	urgent requirement	1.107
0.1_percent	2021	crore vaccine	11.7677	1_percent	anti-coup strike	1.107
0.1_percent	2021	happy new year	11.7665	1_percent	covid-19 vaccine booster	1.107
0.1_percent	2021	appropriate behaviour	11.7656	1_percent	digital id	1.107
0.1_percent	2021	covid-19 treatment	11.7627	1_percent	mrna covid vaccine	1.107
0.1_percent	2021	vaccine site	11.76	1_percent	previous wave	1.107
0.1_percent	2021	key worker	11.7565	1_percent	mild cold	1.107
0.1_percent	2021	delhi hospital	11.749	1_percent	first time	1.1068
0.1_percent	2021	secretary of state	11.73	1_percent	death certificate	1.1067
0.1_percent	2021	vaccine shortage	11.7287	1_percent	double mask	1.1067
0.1_percent	2021	distancing rule	11.7148	1_percent	ongoing pandemic	1.1066
0.1_percent	2021	underlying health	11.7067	1_percent	right wing	1.1065
0.1_percent	2021	tough time	11.703	1_percent	min wage	1.1065
0.1_percent	2021	polio vaccine	11.6943	1_percent	pandemic law	1.1065
0.1_percent	2021	emergency use authorization	11.6909	1_percent	south african doctor	1.1065
0.1_percent	2021	epidemic of gun violence	11.683	1_percent	covid plan	1.1064
0.1_percent	2021	hospitalisation rate	11.683	1_percent	online class	1.1063
0.1_percent	2021	coronavirus survival rate	11.68	1_percent	stimulus package	1.1063
0.1_percent	2021	bat coronavirus research	11.678	1_percent	time last year	1.1063
0.1_percent	2021	epidemic of gun	11.676	1_percent	gene therapy	1.1063
0.1_percent	2021	risk of blood	11.675	1_percent	cases increase	1.1063
0.1_percent	2021	coronavirus survival	11.674	1_percent	billion dose	1.1063
0.1_percent	2021	mask guideline	11.664	1_percent	telling people	1.1062
0.1_percent	2021	hgv driver	11.662	1_percent	child care	1.1062
0.1_percent	2021	big tech	11.6616	1_percent	distancing rule	1.106
0.1_percent	2021	students life	11.6582	1_percent	egyptian student	1.106
0.1_percent	2021	candle lighting	11.653	1_percent	health protocol	1.106
0.1_percent	2021	wage hike	11.65	1_percent	hot spot	1.106
0.1_percent	2021	covid delta	11.6453	1_percent	april fool	1.106
0.1_percent	2021	buying fuel	11.641	1_percent	artificial intelligence	1.106
0.1_percent	2021	covid transmission	11.6373	1_percent	lakh case	1.106
0.1_percent	2021	increasing day	11.6265	1_percent	ct scan	1.106
0.1_percent	2021	coronavirus vaccine dose	11.604	1_percent	junta terrorist	1.106
0.1_percent	2021	exam in this pandemic	11.589	1_percent	advisory panel	1.106
0.1_percent	2021	covid emergency	11.5875	1_percent	college football	1.106
0.1_percent	2021	cases increase	11.5837	1_percent	pregnant people	1.106
0.1_percent	2021	pregnant people	11.5825	1_percent	free test	1.106
0.1_percent	2021	executive action	11.582	1_percent	president joe biden	1.1059
0.1_percent	2021	omicron fear	11.573	1_percent	blue state	1.1059
0.1_percent	2021	election commission	11.566	1_percent	nicola sturgeon	1.1058
0.1_percent	2021	qr code	11.5657	1_percent	former guy	1.1058
0.1_percent	2021	minimum wage hike	11.56	1_percent	rising case	1.1058
0.1_percent	2021	flu vaccine	11.548	1_percent	vax passport	1.1058
0.1_percent	2021	nsw govt	11.547	1_percent	education minister	1.1057
0.1_percent	2021	personal choice	11.5444	1_percent	coronavirus research	1.1055
0.1_percent	2021	religious gathering	11.542	1_percent	big tech	1.1053
0.1_percent	2021	school closure	11.5256	1_percent	rest of the world	1.1053
0.1_percent	2021	vaccine equity	11.5238	1_percent	teachers union	1.1053
0.1_percent	2021	senate floor	11.52	1_percent	public place	1.1052
0.1_percent	2021	survival check	11.5163	1_percent	cdc datum	1.1051
0.1_percent	2021	asha worker	11.51	1_percent	lockdown sceptic	1.105
0.1_percent	2021	ongoing pandemic	11.5091	1_percent	los angeles county	1.105
0.1_percent	2021	new lockdown	11.5039	1_percent	flow test	1.105
0.1_percent	2021	pandemic relief	11.4989	1_percent	bed availability	1.105
0.1_percent	2021	rate in the country	11.496	1_percent	foundation day	1.105
0.1_percent	2021	contact tracing	11.491	1_percent	cvs pharmacy	1.105
0.1_percent	2021	blood donation camp	11.489	1_percent	pandemic shit	1.105
0.1_percent	2021	texas dems	11.474	1_percent	cuban people	1.105
0.1_percent	2021	covid app	11.472	1_percent	black friday	1.105
0.1_percent	2021	new covid case	11.4676	1_percent	biden vaccine mandate	1.105
0.1_percent	2021	other variant	11.467	1_percent	only thing	1.1048
0.1_percent	2021	safe room	11.464	1_percent	covid-19 complication	1.1048
0.1_percent	2021	vaccine patent	11.4596	1_percent	dose of vaccine	1.1048
0.1_percent	2021	deaths today	11.4477	1_percent	sars-cov-2 infection	1.1048
0.1_percent	2021	hospitalization rate	11.4397	1_percent	contact person	1.1045
0.1_percent	2021	coronavirus relief package	11.436	1_percent	day in office	1.104
0.1_percent	2021	merrick garland	11.428	1_percent	helping people	1.104
0.1_percent	2021	kind of job	11.4205	1_percent	situation in the country	1.104
0.1_percent	2021	urgent need	11.4155	1_percent	sore throat	1.104
0.1_percent	2021	covid memorial	11.415	1_percent	military regime	1.104
0.1_percent	2021	lock down	11.4023	1_percent	ó 3ó	1.104
0.1_percent	2021	case of heart	11.398	1_percent	greek letter	1.104
0.1_percent	2021	lakh dose	11.3835	1_percent	southern african country	1.104
0.1_percent	2021	many blood	11.378	1_percent	free at-home	1.104
0.1_percent	2021	variant of the coronavirus	11.3773	1_percent	covid isolation	1.104
0.1_percent	2021	rate in the nation	11.377	1_percent	surgeon general	1.1038
0.1_percent	2021	second job	11.375	1_percent	coronavirus relief bill	1.1035
0.1_percent	2021	covid spike	11.3727	1_percent	gas price	1.1034
0.1_percent	2021	nu variant	11.372	1_percent	mild case	1.1034
0.1_percent	2021	supply chain crisis	11.363	1_percent	impact of the pandemic	1.1032
0.1_percent	2021	impeachment trial	11.3625	1_percent	got covid	1.1032
0.1_percent	2021	dose of vaccine	11.3617	1_percent	defense production act	1.103
0.1_percent	2021	health infrastructure	11.3613	1_percent	executive action	1.103
0.1_percent	2021	chain crisis	11.36	1_percent	urgent help	1.103
0.1_percent	2021	urgent help	11.356	1_percent	war room	1.103
0.1_percent	2021	ve plasma	11.356	1_percent	anti-covid drug	1.103
0.1_percent	2021	gas price	11.353	1_percent	relief effort	1.103
0.1_percent	2021	covid-19 lockdown	11.3439	1_percent	cow dung	1.103
