Item	Frequency	Score
hong kong	3180	0.12647656428516643
south korea	973	0.11891610484586748
kobe bryant	787	0.06362228930896449
international concern	784	0.1300419385723846
coronavirus outbreak	774	0.4638739777345549
hubei province	746	0.13522435029687785
mainland china	741	0.3358270088399091
wuhan coronavirus	684	0.3462640393428943
chinese people	673	0.24992872175545264
first case	665	0.25867599949613745
corona virus	627	0.24199109689484907
confirmed cases	597	0.2880271626232791
novel coronavirus	594	0.4250649274338343
jared kushner	513	0.05326388888980346
wuhan virus	477	0.3173481244401493
wuhan city	441	0.3103791148158066
liang wudong	385	0.05791919372036902
wuhan china	375	0.44002823152964204
public health	374	0.20378183878605866
death toll	369	0.16547438271918322
voa/ afp	354	0.038999003884614525
health officials	352	0.17690780378303175
orange county	349	0.04794769407333539
fake news	325	0.10880593867339729
british airways	296	0.03065712625602491
social media	290	0.11663410135640938
united states	283	0.08170433360404801
disease control	249	0.10425605105896699
face masks	241	0.134338547328669
north america	230	0.06874852344060176
coronavirus cases	229	0.41032390427245546
asian people	221	0.13568808899567023
new strand	215	0.10033840215530992
xi jinping	214	0.09558478220680373
wilbur ross	213	0.028430139978545335
ukrainian plane	208	0.06472578475358175
saudi arabia	202	0.07062231775331711
chinese authorities	201	0.17432190543117607
serious condition	195	0.06155785385894707
sri lanka	193	0.055457170571681036
new coronavirus	190	0.4438132872845058
coronavirus patients	169	0.3519101001130483
medical supplies	166	0.14455209109870384
russian pm	166	0.032037033609296446
donald trump	164	0.08255739420524838
no way	160	0.0362048648976905
next week	157	0.10869629811562274
china coronavirus	153	0.2987327661893953
puerto rico	153	0.05555452340480624
carrie lam	151	0.07286455169675823
christmas island	149	0.07540536961557995
american airlines	147	0.047610290035214636
wild animals	146	0.1278979715368666
chinese tourists	146	0.12803405867153753
close contact	146	0.09221868831706474
hand sanitizer	145	0.10895133213702857
global emergency	138	0.05981304302965343
coronavirus fears	134	0.39794459816003586
face mask	133	0.12857394398538993
climate change	131	0.1251647918320104
wuhan university	131	0.2248866022178266
further notice	130	0.10410423622727014
indonesian flood	120	0.04711940250915995
international organizations	116	0.06956835522977796
white house	116	0.07361650710219865
maricopa county	116	0.035499151772250784
coronavirus crisis	115	0.20913437289743997
wuhan flu	114	0.14654994013912678
east africa	113	0.10461444324219185
bill gates	113	0.09417013350063892
chinese nationals	112	0.1153999389898446
crowded places	111	0.06088035793530974
public safety	109	0.07160355154782114
national security	109	0.038724440970093185
china 🇨🇳	107	0.26773328923433815
south africans	105	0.028068560821177296
infected people	104	0.13967688422218147
joe biden	103	0.05251389523311869
virus outbreak	102	0.3186855734470366
affected areas	102	0.11200814761138339
iran retaliation	102	0.044267184001950746
