Item	Frequency	Score
ron desantis	6460	0.3195489773133395
greg abbott	4132	0.27764731070552107
covid cases	3056	0.928205305884716
mask mandates	3027	0.6192925251655453
joe biden	2830	0.35213380277253065
new zealand	2811	0.3189434391581534
rand paul	2645	0.23772103636501468
covid patients	2521	0.8449018307795227
social distancing	2179	0.3614535433365133
new york	2054	0.3301501293218409
natural immunity	1637	0.36678846504380347
vaccine passports	1574	0.7176352902846648
vaccinated people	1571	0.8254288714743081
covid deaths	1512	0.8415250622347388
covid vaccines	1498	0.9881856607031224
south dakota	1472	0.2624771211350249
long covid	1411	0.9638245545816031
public health	1199	0.5301847271095472
vaccine mandates	1159	0.751486667771127
covid vaccine	1158	0.8240224694722827
climate change	1125	0.3696665106718902
unvaccinated people	1111	0.6997725991501846
delta variant	1094	0.4834556967454794
scott morrison	1089	0.29438244169639294
full approval	1038	0.19195971413511015
president biden	1002	0.3301934311425196
no one	1000	0.18923914240734874
boris johnson	975	0.2707587478815673
new orleans	967	0.32764259805152574
donald trump	962	0.3040199219948801
social media	908	0.39557036676075163
covid restrictions	880	0.8238591379484432
covid-19 vaccines	873	0.4406380665946419
phil valentine	811	0.10001108825015198
min age limit	798	0.2576384113952121
dose1 capacity	798	0.2070260413842807
dose2 capacity	798	0.18666194480189915
lindsey graham	778	0.10649784714796814
no masks	764	0.26138290685369275
caleb wallace	757	0.04783227960077645
dr. fauci	756	0.4188997294823566
next week	739	0.4755876804030501
supreme court	733	0.2269794687202322
how many people	716	0.38512575122928283
new cases	710	0.6670627461026688
healthcare workers	705	0.38257377473362353
icu beds	697	0.34203406070827586
broward county	686	0.15380892997969814
herd immunity	675	0.3687841566084745
south africa	672	0.2987698036971021
booster shots	666	0.3608891461963383
fox news	663	0.3365663730257266
san francisco	655	0.22666781778067446
young people	648	0.7075953990599049
covid hospitalizations	621	0.6811849399578236
nursing homes	588	0.3859640552742257
dan patrick	585	0.08063474905040546
catching covid	577	0.8222948683951133
hundreds of thousands	562	0.1988872845813489
new york city	559	0.3078303818972373
white house	554	0.27438255869033246
so many people	543	0.36755957138578227
fully vaccinated people	522	0.41316369597191144
ron johnson	513	0.19637650370957876
school districts	504	0.4206435807029521
social distance	504	0.3681748021586936
siti sarah	501	0.049075124210960185
gladys berejiklian	491	0.24082880412370364
marc bernier	477	0.05340678549359942
serious illness	474	0.31690376271338605
los angeles	472	0.29533073646211844
another lockdown	470	0.23699991244494842
new jersey	465	0.25992249398360245
tens of thousands	451	0.16483125687320638
horse dewormer	448	0.1528676880009855
barack obama	447	0.09756740439449657
marjorie taylor greene	442	0.1336985314990971
alex berenson	441	0.056295317239842095
san antonio	440	0.1726135183480364
anthony fauci	439	0.27704465551005414
vaccination status	438	0.4746212985291712
covid tests	438	0.734227937614619
covid vaccination	435	0.792078580818663
covid-19 cases	422	0.3065600718559047
andrew cuomo	422	0.17319528273980048
tucker carlson	420	0.20330596792925804
covid infections	416	0.8057211589381919
dan andrews	416	0.2320999775624508
gavin newsom	412	0.19907135184368893
big pharma	402	0.34018814829364735
next year	401	0.46101909938189456
gilead sciences	401	0.06920513733547753
pregnant women	399	0.30687298051340334
black people	395	0.45577051652834694
zero covid	393	0.3989760886873276
nancy pelosi	390	0.13048535369394987
common sense	387	0.34160524673788695
south carolina	380	0.2550236071975555
nbc news	378	0.2055683105254165
covid relief	378	0.5383847682903309
rand pauls	373	0.0655375154412723
side effects	367	0.361989212690097
blood clots	367	0.23986261063370357
no vaccine	361	0.3181299750381069
september 14th	361	0.1442185902234701
governor desantis	357	0.198925038204469
greater sydney	353	0.277944078412448
active cases	353	0.5502170490502493
mental health	351	0.4753694491776257
republican governors	346	0.22791588597944504
loved ones	343	0.3728391787460674
health care	340	0.4560916077812346
dick farrel	329	0.08127995504560592
marco rubio	328	0.17325051823825977
covid misinformation	326	0.38401943046266374
united airlines	323	0.0863962065142106
pfizers covid-19 vaccine	321	0.10637765371983704
las vegas	320	0.20858264909640215
cdc guidelines	319	0.3045346127744257
palm beach county	319	0.13653729048367344
gun violence	317	0.23379806628596528
monoclonal antibodies	316	0.20386122438010398
san diego	315	0.23903959301595634
jesse jackson	311	0.0628839845403959
severe illness	310	0.3674875236732616
new covid cases	309	0.8345003838129231
covid-19 vaccine	309	0.30047643883249603
no covid	308	0.3831542474999517
kelly loeffler	308	0.08158031180503653
covid vaccinations	307	0.6007954496181216
coronavirus cases	305	0.5424515335260812
severe disease	305	0.36957427536371795
high risk	304	0.45242777775973114
good luck	302	0.30226235091327236
breakthrough cases	300	0.5017061816127885
new south wales	297	0.3017912948705394
erin otoole	290	0.15096468714583877
health officials	289	0.4306145088292158
next month	289	0.32036913366982445
peoples lives	285	0.30773492812919223
breakthrough infections	284	0.332762078436035
johns hopkins university	284	0.3435299983809966
david perdue	284	0.07673578436127866
ted cruz	283	0.13822784202527713
covid treatment	277	0.4348822193078751
obamas birthday party	277	0.08187556590241289
unvaccinated covid patients	275	0.6334268389747043
covid mandates	272	0.5473107753938965
human rights	272	0.2379403377610664
tate reeves	271	0.1275862538343837
medical care	270	0.32315169896435514
martha stewart	270	0.04954470749004274
john pierce	269	0.0673621103500271
jim jordan	263	0.1287661460378862
good news	262	0.3490938808014102
face masks	258	0.5365766277174336
health workers	258	0.459573376681267
disease control	257	0.2555443051476809
justin trudeau	254	0.19498283454564996
jason kenney	253	0.18493330582000814
hospital beds	253	0.3692480759608338
jim acosta	250	0.03652208899605104
eternal life	250	0.05484561343607932
school boards	246	0.3318509175423594
hurricane ida	246	0.06206000134461126
sri lanka	245	0.2761866869015952
sturgis motorcycle	244	0.14462198980507215
intensive care	241	0.3635560754212028
texas gov	241	0.06900961611925555
covid numbers	239	0.6194567761881565
no mask mandates	239	0.24841692449553296
cdc director	238	0.14978886496255928
disabled people	238	0.45297019846851727
texas gop	236	0.12538122273876892
gov. ron desantis	235	0.25553752516865813
conspiracy theories	233	0.27387353391388125
family members	233	0.2879944079491179
united states	232	0.23367752760200222
prior infection	232	0.22480202530651378
cdc data	231	0.28983141698513887
liquid oxygen	230	0.0694806418098731
lisa shaw	230	0.04871158703079906
illegal immigrants	229	0.2582857120095079
young adults	229	0.14088119324404536
ralph norman	229	0.045833917136637384
just four days	229	0.030432300103283905
covid protocols	228	0.6819290942080549
new variants	227	0.43025669206596434
each day	227	0.20333187875995423
covid surge	227	0.48552536874162433
no mask	227	0.23344977002077139
covid passports	227	0.6112626331779881
asa hutchinson	227	0.06495093906794722
hong kong	225	0.2355906787278314
covid testing	223	0.5420692358553962
jen psaki	222	0.08609215143050761
full fda approval	221	0.18794495254780055
puerto rico	220	0.11344593106050815
new york times	219	0.2672880095150768
full vaccination	219	0.3597004011867544
covid-19 vaccinations	216	0.31104311331169443
physical exams	216	0.06381159052701435
marthas vineyard	215	0.06991549472088097
vaccination rates	215	0.41338636452347555
no symptoms	215	0.045069053311832
covid infection	214	0.5391735250902705
insider trading	213	0.1203482415982425
biden administration	213	0.18122645715032426
jerry jones	213	0.02489816618762767
first week	212	0.26451057832895447
orange county	211	0.17416727104577495
new zealands	211	0.07381833718784818
dallas county	209	0.13154372548573556
south korea	208	0.19404521519748658
daniel andrews	205	0.13935629629713103
monoclonal antibody treatment	205	0.13229758202232975
richard burr	203	0.08380941761862283
cloth masks	203	0.3230348012285284
illegal aliens	202	0.1984490657726623
doug ford	202	0.19153968862435267
sky news australia	201	0.11048776872320204
kristi noem	199	0.09377999899579331
mandatory vaccination	199	0.3130211483186901
gov. desantis	198	0.2682656580411323
joe rogan	198	0.07910308896563328
clive palmer	197	0.0973895306375471
n95 masks	194	0.458222888235878
catherine oneal	194	0.10188650980609633
covid variants	193	0.5006487584009576
close contact	193	0.23625885299470978
speaker pelosi	192	0.07224448525529995
public schools	192	0.40371513734587594
covid rules	191	0.4948931038258562
covid disinformation	191	0.3457654756206089
sept. 15	190	0.02488111833826798
daniel wilkinson	190	0.059378501002957274
severe covid	189	0.5323606475946977
northern ireland	189	0.20828583801064135
mask indoors	189	0.21253283934920086
young children	188	0.33770931867880705
dataran merdeka	188	0.0621618176928099
dr. anthony fauci	185	0.2507256749045768
red states	185	0.3319333726011518
jeff zients	185	0.08638254546501672
covid days	185	0.2657094059515986
anti-lockdown protesters	184	0.18816952278559596
jacinda ardern	184	0.08881565928512467
south florida	182	0.10254957777844828
personal responsibility	180	0.2264603896267397
feb. 26, 2020	180	0.020170268317440364
texas hospitals	179	0.17806989133556803
covid treatments	179	0.28987851479295906
corona virus	178	0.3807444057426643
vaccine hesitancy	178	0.4813400687992072
emergency use	178	0.1953928684608087
water consumption	178	0.06360785929256806
no vaccine passports	176	0.18147205258917148
contracting covid	176	0.6410140638299541
dead bodies	176	0.16590148543238034
florida hospitals	175	0.24769077338056555
positive cases	175	0.39470908062237225
republican party	175	0.047564203869178326
neil oliver	174	0.07072053976252031
unvaccinated kids	173	0.29330251944100894
contact tracing	171	0.19877688700639737
abc news	171	0.2401817457049692
dan crenshaw	171	0.08002576111521495
public health measures	170	0.3527569588446172
mild symptoms	170	0.27846693458323823
earlier today	169	0.04835818995934165
health care workers	167	0.4172684923961189
no social distancing	167	0.12930112485455164
mask mandate	167	0.3734028168548608
health experts	165	0.21738181741916865
governor ron desantis	164	0.12453089590297065
no pandemic	164	0.29710166225296253
how covid	163	0.3864312581133107
first time	162	0.2849242442017388
fake news	162	0.23631634558684483
jim inhofe	162	0.06731678140762816
