Item	Frequency
new variant	0.0063
el salvador	0.0063
vaccine distribution	0.0063
as many people	0.0063
andhra pradesh	0.0063
public money	0.0063
toilet paper	0.0063
jacinda ardern	0.0063
registration link	0.0063
educators	0.0063
mainland china	0.0063
contracting covid	0.0062
record numbers	0.0062
dera sacha sauda	0.0062
rhode island	0.0062
president joe biden	0.0062
african americans	0.0062
cv19	0.0062
arrival	0.0062
perth	0.0062
maldives	0.0062
claims	0.0062
hazard pay	0.0062
mosques	0.0062
montreal	0.0062
delivery	0.0062
st.	0.0062
mutations	0.0062
wages	0.0062
paul	0.0062
ivm	0.0062
conspiracy theorists	0.0061
emergency use authorization	0.0061
dan crenshaw	0.0061
death rates	0.0061
prime minister	0.0061
alex berenson	0.0061
covid misinformation	0.0061
new research	0.0061
poor people	0.0061
jair bolsonaro	0.0061
oxygen cylinders	0.0061
medical professionals	0.0061
medical staff	0.0061
caleb wallace	0.0061
protections	0.0061
opposition	0.0061
emails	0.0061
world war	0.0061
gas	0.0061
steps	0.0061
company	0.0061
dinner	0.0061
osha	0.0061
donald trump jr	0.0061
new york times	0.006
pandemic response	0.006
ambulance drivers	0.006
lori lightfoot	0.006
covid lockdowns	0.006
another pandemic	0.006
dead bodies	0.006
kayleigh mcenany	0.006
asthma	0.006
k-12	0.006
germans	0.006
sadiq khan	0.006
palestinian	0.006
tories	0.006
curfew	0.006
pay	0.006
dose	0.006
giuliani	0.006
travel bans	0.0059
pfizer vaccine	0.0059
nhs england	0.0059
false positives	0.0059
sonia gandhi	0.0059
board exams	0.0059
threats	0.0059
google	0.0059
solutions	0.0059
tom hanks	0.0059
sick days	0.0059
paid sick leave	0.0059
neet-jee	0.0059
edinburgh	0.0059
masking	0.0059
personal responsibility	0.0058
new yorks	0.0058
tony fauci	0.0058
erin otoole	0.0058
sisters	0.0058
threat	0.0058
steve bannon	0.0058
voter suppression	0.0058
terrorists	0.0058
hungary	0.0058
kyrie irving	0.0057
years eve	0.0057
adverse reactions	0.0057
rochelle walensky	0.0057
covid variants	0.0057
indoor dining	0.0057
covid deniers	0.0057
fighting covid	0.0057
corona warriors	0.0057
large gatherings	0.0057
somalia	0.0057
wwii	0.0057
abortion	0.0057
energy	0.0057
pandemic relief	0.0057
cancellation	0.0057
decision	0.0057
fla	0.0057
insurance	0.0057
israelis	0.0057
climate	0.0057
landlords	0.0057
arabs	0.0057
powell	0.0057
neet jee	0.0057
william barr	0.0057
new restrictions	0.0056
south africans	0.0056
alex jones	0.0056
several days	0.0056
cleanliness workers	0.0056
greater manchester	0.0056
aged care	0.0056
aberdeen	0.0056
woman	0.0056
kevin mccarthy	0.0056
migrant workers	0.0056
grief	0.0056
harry	0.0056
guests	0.0056
criticism	0.0056
saskatchewan	0.0056
jack	0.0056
ventilator	0.0056
perdue	0.0056
rudy	0.0056
dominic raab	0.0055
high school	0.0055
new deaths	0.0055
young children	0.0055
united kingdom	0.0055
operation warp speed	0.0055
school districts	0.0055
police officers	0.0055
airlines	0.0055
artists	0.0055
memorial day	0.0055
medical experts	0.0055
door	0.0055
chinese people	0.0055
covaxin	0.0055
heaven	0.0055
majority	0.0055
vienna	0.0055
pcr	0.0055
myocarditis	0.0055
voting rights	0.0054
chuck schumer	0.0054
free speech	0.0054
regards	0.0054
tiktok	0.0054
surgery	0.0054
contacts	0.0054
voter fraud	0.0054
travellers	0.0054
mrna	0.0054
malaysians	0.0054
getting covid	0.0053
real life	0.0053
double jabbed	0.0053
infection rates	0.0053
corona warriors- doctors	0.0053
public health england	0.0053
rbg	0.0053
biden-harris	0.0053
cms	0.0053
michael caputo	0.0053
vladimir putin	0.0053
ivanka trump	0.0053
telangana	0.0053
lawmakers	0.0053
donors	0.0053
kelly	0.0053
communism	0.0053
nairobi	0.0053
murdoch	0.0053
self-quarantine	0.0053
blame	0.0053
yoga	0.0053
no10	0.0053
case numbers	0.0052
joel osteen	0.0052
school closures	0.0052
positivity rate	0.0052
mexico city	0.0052
hunter biden	0.0052
death rate	0.0052
sturgis motorcycle	0.0052
dallas county	0.0052
new infections	0.0052
counting	0.0052
g20	0.0052
bharat biotech	0.0052
universal healthcare	0.0052
face mask	0.0052
manila	0.0052
islam	0.0052
wiv	0.0052
eua	0.0052
fruits	0.0052
lithuania	0.0052
jake	0.0052
almost 2 years	0.0051
cloth masks	0.0051
biden administration	0.0051
airborne transmission	0.0051
surgical masks	0.0051
gavin williamson	0.0051
south america	0.0051
covid19 vaccines	0.0051
covid-19 deaths	0.0051
cdc guidance	0.0051
test results	0.0051
vulnerable people	0.0051
households	0.0051
flood	0.0051
conditions	0.0051
black americans	0.0051
rick scott	0.0051
culture	0.0051
dates	0.0051
tourists	0.0051
walgreens	0.0051
coronavirus concerns	0.0051
novel coronavirus	0.0051
covid2019	0.0051
vaccine mandate	0.005
covid-19 infections	0.005
domestic violence	0.005
covid data	0.005
full story	0.005
first responders	0.005
tyson foods	0.005
president obama	0.005
app	0.005
dhs	0.005
leeds	0.005
trials	0.005
cambridge	0.005
sops	0.005
b.c	0.005
amy covid barrett	0.005
s. korea	0.005
qatar	0.005
pregnancy	0.005
mother	0.005
trump rallies	0.005
coronavirus fears	0.005
dexamethasone	0.005
omicron cases	0.0049
breakthrough cases	0.0049
international travel	0.0049
heart problems	0.0049
another year	0.0049
don jr	0.0049
covid transmission	0.0049
rich countries	0.0049
vaccination rates	0.0049
covid19 pandemic	0.0049
horse dewormer	0.0049
authority	0.0049
practice	0.0049
recent months	0.0049
beirut	0.0049
epidemic	0.0049
croatia	0.0049
reasons	0.0049
jammu	0.0049
zinc	0.0049
michelle obama	0.0049
hope hicks	0.0049
paul manafort	0.0049
first dose	0.0048
new hampshire	0.0048
public trust	0.0048
white supremacy	0.0048
phil valentine	0.0048
rhea	0.0048
durham	0.0048
victorians	0.0048
mitch	0.0048
army	0.0048
uncertainty	0.0048
peak	0.0048
nonsense	0.0048
paycheck	0.0048
golfing	0.0048
weight	0.0048
alex azar	0.0048
d.c	0.0048
varanasi	0.0048
bmc	0.0048
doh	0.0048
social distancing guidelines	0.0048
eric clapton	0.0047
czech republic	0.0047
biden admin	0.0047
jeremy corbyn	0.0047
same day	0.0047
breakthrough infections	0.0047
covid surge	0.0047
greater sydney	0.0047
food banks	0.0047
siti sarah	0.0047
wall street	0.0047
illegal aliens	0.0047
no big deal	0.0047
body bags	0.0047
labor day	0.0047
concerts	0.0047
site	0.0047
bts lockdown	0.0047
delhi govt	0.0047
old people	0.0047
native americans	0.0047
movies	0.0047
key workers	0.0047
food insecurity	0.0047
insulin	0.0047
cancun	0.0047
confusion	0.0047
shortages	0.0047
american soldiers	0.0047
patanjali	0.0047
no symptoms	0.0046
close contacts	0.0046
human lives	0.0046
cdc data	0.0046
republican governors	0.0046
appt slots	0.0046
rome	0.0046
banks	0.0046
abt	0.0046
covid_19	0.0046
nda	0.0046
innovation	0.0046
vancouver	0.0046
president-elect biden	0.0046
lincoln	0.0046
husband	0.0046
lawyers	0.0046
yangon	0.0046
wapo	0.0046
weapons	0.0046
teenagers	0.0046
injuries	0.0046
bengaluru	0.0046
santa	0.0046
biontech	0.0046
kimberly guilfoyle	0.0046
civil liberties	0.0045
pre-pandemic levels	0.0045
covid protocol	0.0045
vaccine doses	0.0045
south asia	0.0045
taxpayers money	0.0045
law enforcement	0.0045
rich people	0.0045
trump rally	0.0045
airports	0.0045
chhattisgarh	0.0045
chris rock	0.0045
hon	0.0045
nhl	0.0045
teams	0.0045
petrol	0.0045
meghan	0.0045
prisoners	0.0045
sarah	0.0045
wyoming	0.0045
note	0.0045
severity	0.0045
ramadan	0.0045
larry kudlow	0.0045
daegu	0.0045
statues	0.0045
covid regulations	0.0044
nova scotia	0.0044
oxford university	0.0044
craig kelly	0.0044
marc bernier	0.0044
louie gohmert	0.0044
tucker	0.0044
fascism	0.0044
birmingham	0.0044
neet/jee	0.0044
turn	0.0044
ministry	0.0044
buses	0.0044
lockdown measures	0.0044
links	0.0044
b.c.	0.0044
cleveland	0.0044
tamilnadu	0.0044
management	0.0044
noida	0.0044
treasury	0.0044
rodgers	0.0044
new years eve	0.0043
jim inhofe	0.0043
further notice	0.0043
political gain	0.0043
kindness	0.0043
transportation	0.0043
south korean	0.0043
cnbc	0.0043
room	0.0043
hatred	0.0043
positivity	0.0043
islamabad	0.0043
shares	0.0043
icus	0.0043
adolescents	0.0043
warnock	0.0043
gold star families	0.0042
sky news	0.0042
bill de blasio	0.0042
record time	0.0042
students life	0.0042
covid management	0.0042
kumbh mela	0.0042
few days	0.0042
u.s. deaths	0.0042
violation	0.0042
tweets	0.0042
lock	0.0042
fifth	0.0042
patient name	0.0042
working people	0.0042
bhu	0.0042
rnc	0.0042
kamala	0.0042
ends	0.0042
admission	0.0042
delays	0.0042
release	0.0042
travelers	0.0042
barbados	0.0042
checks	0.0042
infrastructure	0.0042
warnings	0.0042
