Item	Frequency	Score
corona virus	5298	12.132
social distancing	2921	7.137
coronavirus outbreak	2139	5.494
coronavirus case	1442	4.030
public health	1381	3.902
new case	1219	3.561
president trump	1068	3.244
confirmed case	1035	3.175
south korea	925	2.943
coronavirus pandemic	896	2.883
united states	863	2.813
case of coronavirus	773	2.624
health care	698	2.467
test kit	657	2.380
novel coronavirus	640	2.345
chinese virus	625	2.313
global pandemic	622	2.307
coronavirus crisis	613	2.288
health official	607	2.275
white house	604	2.269
death toll	600	2.261
trump administration	591	2.242
new coronavirus	581	2.221
coronavirus death	570	2.198
coronavirus test	570	2.198
donald trump	561	2.179
coronavirus patient	555	2.166
toilet paper	537	2.128
coronavirus response	531	2.116
press conference	530	2.114
other country	522	2.097
new york	517	2.086
many people	515	2.082
stock market	494	2.038
american people	492	2.034
last week	491	2.032
hand sanitizer	479	2.006
first case	478	2.004
covid-19 case	445	1.935
washington state	437	1.918
coronavirus testing	427	1.897
fake news	410	1.861
stay home	409	1.859
cruise ship	409	1.859
face mask	400	1.840
death rate	400	1.840
spread of coronavirus	399	1.838
covid-19 outbreak	377	1.792
social medium	374	1.786
sick leave	368	1.773
coronavirus fear	366	1.769
wuhan virus	366	1.769
last night	363	1.763
infectious disease	360	1.756
covid-19 pandemic	345	1.725
mortality rate	345	1.725
coronavirus spread	331	1.695
joe biden	324	1.681
n95 mask	310	1.651
coronavirus vaccine	304	1.639
virus outbreak	301	1.632
good news	300	1.630
positive case	300	1.630
medical supply	297	1.624
health crisis	291	1.611
front line	289	1.607
supply chain	287	1.603
coronavirus concern	282	1.593
panic buying	282	1.593
total number	281	1.590
immune system	281	1.590
healthcare worker	278	1.584
coronavirus update	277	1.582
hong kong	275	1.578
testing kit	273	1.574
task force	272	1.571
boris johnson	268	1.563
travel ban	267	1.561
breaking news	267	1.561
federal government	264	1.555
first time	262	1.550
swine flu	260	1.546
next week	253	1.532
fox news	252	1.529
nursing home	251	1.527
few day	250	1.525
new death	245	1.515
social distance	244	1.513
pandemic response	239	1.502
china virus	238	1.500
small business	235	1.494
number of cases	234	1.492
world health organization	229	1.481
first coronavirus	227	1.477
prime minister	226	1.475
state of emergency	223	1.469
health worker	222	1.466
care worker	222	1.466
new case of coronavirus	221	1.464
health emergency	220	1.462
chinese government	219	1.460
health expert	218	1.458
loved one	216	1.454
coronavirus bill	215	1.452
spread of the coronavirus	212	1.445
healthcare system	211	1.443
travel restriction	210	1.441
mike pence	205	1.431
coronavirus infection	204	1.429
health system	202	1.424
grocery store	201	1.422
other people	200	1.420
lot of people	199	1.418
coronavirus epidemic	199	1.418
live update	198	1.416
shaking hand	196	1.412
south africa	196	1.412
covid-19 patient	195	1.410
health care worker	193	1.406
trump supporter	192	1.403
last year	189	1.397
high risk	189	1.397
covid-19 test	189	1.397
response team	188	1.395
protective equipment	187	1.393
same time	186	1.391
fatality rate	185	1.389
coronavirus relief	185	1.389
sick pay	183	1.384
test result	182	1.382
paid sick leave	182	1.382
few week	179	1.376
climate change	178	1.374
medical professional	176	1.370
new york city	174	1.366
first case of coronavirus	171	1.359
health minister	169	1.355
covid-19 virus	169	1.355
interest rate	169	1.355
close contact	167	1.351
first death	166	1.349
human right	164	1.345
medical staff	162	1.340
rest of the world	162	1.340
trump admin	161	1.338
young people	161	1.338
communist party	160	1.336
staying home	159	1.334
whole world	158	1.332
coronavirus task force	157	1.330
health insurance	156	1.328
nancy pelosi	156	1.328
spanish flu	155	1.326
family member	155	1.326
self isolate	155	1.326
spring break	154	1.324
coronavirus panic	153	1.321
national emergency	153	1.321
press briefing	153	1.321
new coronavirus case	152	1.319
coronavirus briefing	152	1.319
coronavirus lockdown	149	1.313
common sense	148	1.311
public health emergency	147	1.309
coronavirus disease	147	1.309
deadly virus	146	1.307
spread of the virus	145	1.305
right thing	145	1.305
number of people	144	1.303
surgical mask	143	1.300
bbc news	142	1.298
precautionary measure	142	1.298
coronavirus situation	141	1.296
disease control	141	1.296
mental health	139	1.292
public health crisis	138	1.290
intensive care	137	1.288
coronavirus symptom	137	1.288
covid-19 crisis	136	1.286
community spread	136	1.286
chinese people	135	1.284
saudi arabia	135	1.284
bernie sanders	135	1.284
thousand of people	135	1.284
health ministry	135	1.284
pandemic response team	134	1.282
tom hanks	133	1.279
global health	133	1.279
conspiracy theory	132	1.277
total case	132	1.277
stimulus package	132	1.277
protective gear	131	1.275
time of crisis	130	1.273
nhs staff	128	1.269
medical equipment	128	1.269
coronavirus scare	128	1.269
coronavirus death toll	127	1.267
difficult time	126	1.265
economic impact	126	1.265
travel history	126	1.265
coronavirus test kit	125	1.263
only way	124	1.261
hospital bed	124	1.261
big deal	124	1.261
self quarantine	123	1.258
long time	123	1.258
panic buy	122	1.256
first responder	121	1.254
health department	121	1.254
north korea	121	1.254
underlying health	121	1.254
suspected case	120	1.252
flu vaccine	120	1.252
corona beer	118	1.248
bill gates	117	1.246
coronavirus quarantine	117	1.246
relief bill	117	1.246
great job	116	1.244
health condition	116	1.244
number of deaths	115	1.242
middle of a pandemic	115	1.242
herd immunity	114	1.240
uk government	114	1.240
care system	113	1.237
seasonal flu	113	1.237
san francisco	113	1.237
relief package	113	1.237
common cold	110	1.231
covid-19 coronavirus	110	1.231
hand sanitiser	109	1.229
coronavirus threat	108	1.227
good thing	108	1.227
health care system	107	1.225
trump rally	107	1.225
only thing	107	1.225
home order	107	1.225
last month	107	1.225
health authority	106	1.223
ten of thousands	106	1.223
new york times	106	1.223
washington post	106	1.223
good job	105	1.221
virus spread	105	1.221
medical expert	105	1.221
happy birthday	105	1.221
spreading coronavirus	105	1.221
bad news	103	1.216
american life	103	1.216
first coronavirus case	103	1.216
confirmed coronavirus	102	1.214
covid-19 death	102	1.214
hand washing	102	1.214
number of confirmed cases	101	1.212
confirmed case of coronavirus	101	1.212
covid-19 testing	101	1.212
wuhan coronavirus	101	1.212
sick people	100	1.210
national security	100	1.210
good morning	100	1.210
few month	100	1.210
self isolation	99	1.208
health issue	99	1.208
chinese coronavirus	98	1.206
public health official	98	1.206
tax cut	98	1.206
number of coronavirus	98	1.206
country in the world	98	1.206
mass gathering	97	1.204
infected people	95	1.200
first coronavirus death	95	1.200
practicing social distancing	94	1.198
school closure	94	1.198
disease outbreak	93	1.195
coronavirus task	93	1.195
coronavirus stimulus	93	1.195
corona virus outbreak	93	1.195
global economy	92	1.193
health professional	92	1.193
case of the coronavirus	92	1.193
community transmission	92	1.193
oil price	92	1.193
high school	91	1.191
hundred of thousands	91	1.191
world leader	91	1.191
personal protective equipment	91	1.191
confirmed coronavirus case	90	1.189
gas mask	89	1.187
public health expert	89	1.187
mass testing	89	1.187
good luck	89	1.187
king county	89	1.187
next time	88	1.185
corona case	87	1.183
medical worker	87	1.183
