Item	Frequency	Score
social distancing	3910	9.402
coronavirus pandemic	1479	4.178
corona virus	1469	4.157
president trump	1040	3.235
death toll	861	2.850
new case	838	2.801
covid-19 pandemic	831	2.786
stay home	792	2.702
public health	744	2.599
coronavirus death	734	2.577
global pandemic	725	2.558
coronavirus case	702	2.508
united states	694	2.491
coronavirus crisis	675	2.450
health care	668	2.435
coronavirus outbreak	664	2.427
stay-at-home order	613	2.317
new york	579	2.244
covid-19 case	517	2.111
donald trump	487	2.046
white house	478	2.027
face mask	475	2.021
healthcare worker	472	2.014
many people	469	2.008
confirmed case	466	2.001
small business	457	1.982
front line	456	1.980
fake news	438	1.941
other country	429	1.922
home order	425	1.913
covid-19 crisis	421	1.905
coronavirus lockdown	409	1.879
trump administration	405	1.870
social distance	405	1.870
covid-19 death	403	1.866
covid-19 patient	400	1.860
nursing home	397	1.853
positive case	386	1.829
coronavirus response	372	1.799
death rate	370	1.795
task force	364	1.782
health worker	361	1.776
care home	356	1.765
social medium	352	1.756
coronavirus patient	352	1.756
federal government	352	1.756
bill gates	344	1.739
care worker	340	1.731
n95 mask	336	1.722
last week	328	1.705
world health organization	324	1.696
press conference	318	1.683
boris johnson	315	1.677
fox news	300	1.645
first time	292	1.627
mental health	291	1.625
american people	286	1.615
south korea	285	1.612
chinese virus	283	1.608
new coronavirus	280	1.602
good news	279	1.600
coronavirus test	274	1.589
health care worker	274	1.589
joe biden	261	1.561
novel coronavirus	260	1.559
herd immunity	258	1.554
loved one	255	1.548
total number	253	1.544
wuhan virus	250	1.537
covid-19 outbreak	248	1.533
medical supply	248	1.533
coronavirus relief	245	1.526
protective equipment	242	1.520
middle of a pandemic	234	1.503
test kit	230	1.494
health official	230	1.494
coronavirus testing	229	1.492
new death	229	1.492
black people	227	1.488
last night	223	1.479
essential worker	222	1.477
hong kong	222	1.477
human right	213	1.458
family member	209	1.449
covid patient	209	1.449
case of coronavirus	209	1.449
coronavirus briefing	207	1.445
same time	207	1.445
pandemic response	205	1.441
prime minister	203	1.436
few week	202	1.434
climate change	202	1.434
press briefing	200	1.430
