Item	Frequency	Score
social distancing	4632	4.758
covid-19 case	3227	3.618
covid case	3144	3.551
new case	3088	3.506
covid-19 vaccine	2792	3.265
public health	2556	3.074
covid vaccine	2401	2.948
coronavirus case	2163	2.755
covid death	2101	2.705
covid-19 pandemic	1949	2.581
covid test	1868	2.516
global pandemic	1661	2.348
many people	1605	2.302
mental health	1601	2.299
coronavirus vaccine	1440	2.168
health care	1413	2.147
small business	1363	2.106
coronavirus pandemic	1355	2.099
joe biden	1309	2.062
loved one	1280	2.039
covid patient	1254	2.018
social distance	1224	1.993
corona virus	1216	1.987
last week	1210	1.982
white house	1190	1.966
first time	1178	1.956
task force	1158	1.940
united states	1150	1.933
covid relief	1141	1.926
wearing mask	1118	1.907
second wave	1098	1.891
stay home	1097	1.890
middle of a pandemic	1090	1.884
mask mandate	1047	1.850
national lockdown	1020	1.828
donald trump	1008	1.818
second lockdown	996	1.808
new coronavirus	932	1.756
death toll	929	1.754
nursing home	926	1.751
active case	884	1.717
healthcare worker	841	1.682
covid restriction	810	1.657
next year	808	1.656
face mask	783	1.635
death rate	781	1.634
covid-19 death	774	1.628
covid-19 test	773	1.627
american people	766	1.622
next week	763	1.619
good news	743	1.603
last night	742	1.602
family member	729	1.592
boris johnson	724	1.587
president trump	721	1.585
last year	685	1.556
social medium	677	1.549
pandemic response	661	1.536
covid-19 patient	660	1.536
climate change	651	1.528
new death	647	1.525
election day	612	1.497
positivity rate	609	1.494
other people	599	1.486
new coronavirus case	598	1.485
new york	597	1.484
health official	595	1.483
trump administration	585	1.475
other country	580	1.471
herd immunity	576	1.467
super spreader	561	1.455
care home	555	1.450
few day	552	1.448
covid pandemic	542	1.440
new lockdown	538	1.437
covid-19 infection	537	1.436
test result	534	1.433
lot of people	534	1.433
first lockdown	533	1.432
covid-19 restriction	528	1.428
few week	528	1.428
covid testing	524	1.425
young people	524	1.425
infection rate	520	1.422
positive case	511	1.415
long term	498	1.404
covid response	493	1.400
covid number	493	1.400
care worker	490	1.398
holiday season	490	1.398
south dakota	489	1.397
few month	487	1.395
deadly pandemic	486	1.394
conspiracy theory	486	1.394
confirmed case	485	1.394
single day	483	1.392
right thing	479	1.389
blood component	476	1.386
supreme court	473	1.384
pcr test	468	1.380
el paso	463	1.376
covid crisis	444	1.360
health expert	442	1.359
positive test	440	1.357
covid-19 testing	436	1.354
china virus	432	1.351
press conference	431	1.350
immune system	427	1.346
icu bed	425	1.345
health care worker	425	1.345
front line	424	1.344
trump supporter	424	1.344
last time	421	1.342
coronavirus death	421	1.342
survival rate	420	1.341
coronavirus task force	418	1.339
covid-19 outbreak	412	1.334
infectious disease	410	1.333
high risk	409	1.332
coronavirus infection	408	1.331
covid infection	406	1.329
same time	402	1.326
mask wear	401	1.325
hundred of thousands	401	1.325
number of units	401	1.325
only thing	394	1.320
voter fraud	393	1.319
common sense	391	1.317
relief bill	389	1.316
cases today	388	1.315
close contact	387	1.314
prime minister	386	1.313
number of people	383	1.311
contact tracing	380	1.308
coronavirus restriction	380	1.308
great reset	379	1.308
federal government	378	1.307
lockdown rule	374	1.303
human right	372	1.302
good morning	368	1.299
coronavirus task	367	1.298
covid lockdown	364	1.295
total case	364	1.295
vaccine trial	356	1.289
fake news	353	1.286
damn mask	352	1.286
covid outbreak	349	1.283
excess death	348	1.282
record number	348	1.282
high school	346	1.281
new zealand	345	1.280
only way	344	1.279
long time	343	1.278
clinical trial	339	1.275
people die	339	1.275
mail in ballots	337	1.273
side effect	336	1.273
essential worker	330	1.268
kelly loeffler	327	1.265
grocery store	324	1.263
thousand of people	323	1.262
covid-19 list	320	1.260
good thing	318	1.258
vaccine candidate	316	1.256
total number	312	1.253
wear mask	311	1.252
health crisis	310	1.252
new record	308	1.250
insider trading	306	1.248
last month	306	1.248
election result	305	1.247
daily case	303	1.246
black friday	303	1.246
stock market	303	1.246
