Item	Frequency	Score
social distancing	4758	11.028
coronavirus pandemic	1386	3.921
nursing home	1263	3.662
corona virus	1158	3.441
new case	1072	3.259
death toll	927	2.954
covid-19 pandemic	885	2.865
public health	795	2.676
coronavirus death	758	2.598
coronavirus case	726	2.530
global pandemic	717	2.511
covid-19 case	688	2.450
white house	661	2.393
president trump	652	2.374
lockdown rule	604	2.273
united states	594	2.252
care home	588	2.239
stay-at-home order	561	2.182
dominic cummings	553	2.166
social distance	533	2.123
stay home	510	2.075
death rate	478	2.007
trump administration	471	1.993
many people	466	1.982
covid-19 death	459	1.967
covid death	458	1.965
mental health	449	1.946
coronavirus outbreak	442	1.932
health care	438	1.923
face mask	427	1.900
new york	426	1.898
donald trump	420	1.885
coronavirus crisis	413	1.870
boris johnson	408	1.860
middle of a pandemic	391	1.824
other country	386	1.814
covid-19 patient	381	1.803
covid-19 crisis	372	1.784
small business	366	1.771
last week	363	1.765
second wave	363	1.765
coronavirus response	359	1.757
first time	355	1.748
home order	355	1.748
covid patient	353	1.744
black people	333	1.702
social medium	330	1.696
loved one	329	1.693
coronavirus lockdown	318	1.670
new coronavirus	313	1.660
south korea	311	1.655
active case	308	1.649
positive case	302	1.637
wearing mask	296	1.624
coronavirus patient	294	1.620
coronavirus vaccine	285	1.601
front line	278	1.586
confirmed case	277	1.584
fake news	275	1.580
task force	274	1.577
prime minister	272	1.573
total number	271	1.571
last night	269	1.567
hong kong	268	1.565
herd immunity	257	1.542
migrant worker	256	1.540
covid case	254	1.535
good news	247	1.521
healthcare worker	246	1.518
essential worker	245	1.516
chinese virus	245	1.516
american people	238	1.502
n95 mask	237	1.500
pandemic response	235	1.495
health worker	225	1.474
common sense	221	1.466
federal government	218	1.459
distancing rule	217	1.457
bill gates	216	1.455
health official	210	1.443
family member	208	1.438
coronavirus test	208	1.438
wuhan virus	207	1.436
same time	207	1.436
contact tracing	206	1.434
social distancing rule	204	1.430
covid-19 vaccine	202	1.426
conspiracy theory	199	1.419
wuhan lab	199	1.419
last year	198	1.417
other people	194	1.409
novel coronavirus	190	1.400
covid-19 testing	189	1.398
next week	187	1.394
lockdown period	186	1.392
covid-19 outbreak	185	1.390
few week	184	1.388
new zealand	184	1.388
new death	182	1.384
total case	182	1.384
care worker	181	1.381
excess death	181	1.381
press conference	181	1.381
few day	177	1.373
fox news	175	1.369
covid-19 test	173	1.365
ten of thousands	171	1.360
number of cases	171	1.360
infectious disease	171	1.360
white people	171	1.360
infection rate	168	1.354
south africa	166	1.350
mortality rate	165	1.348
coronavirus relief	165	1.348
world health organization	163	1.344
new coronavirus case	161	1.339
covid-19 lockdown	161	1.339
coronavirus death toll	158	1.333
china virus	158	1.333
health crisis	157	1.331
contact trace	156	1.329
joe biden	154	1.325
corona warrior	154	1.325
number of deaths	153	1.322
covid-19 relief	151	1.318
public transport	151	1.318
climate change	149	1.314
total death	149	1.314
human right	147	1.310
lot of people	147	1.310
coronavirus testing	147	1.310
frontline worker	146	1.308
lockdown restriction	145	1.306
supply chain	145	1.306
good morning	145	1.306
last month	144	1.303
immune system	144	1.303
covid-19 infection	143	1.301
coronavirus infection	143	1.301
young people	143	1.301
executive order	142	1.299
antibody test	141	1.297
breaking news	141	1.297
lockdown order	140	1.295
medical supply	139	1.293
new study	138	1.291
uk government	138	1.291
police officer	137	1.289
trump admin	136	1.287
coronavirus task force	136	1.287
covid crisis	133	1.280
covid-19 response	133	1.280
staying home	133	1.280
lockdown measure	132	1.278
communist party	131	1.276
difficult time	131	1.276
economic crisis	130	1.274
bbc news	129	1.272
other state	128	1.270
few month	127	1.268
coronavirus restriction	126	1.266
health care worker	125	1.263
health expert	125	1.263
number of people	123	1.259
long time	122	1.257
black man	122	1.257
test kit	122	1.257
distancing measure	122	1.257
high risk	121	1.255
distancing guideline	121	1.255
only thing	121	1.255
thousand of people	120	1.253
navajo nation	119	1.251
right thing	118	1.249
practicing social distancing	118	1.249
business owner	118	1.249
hard work	118	1.249
test result	118	1.249
social distancing measure	117	1.247
single day	116	1.244
corona crisis	115	1.242
case of coronavirus	114	1.240
state government	114	1.240
only way	114	1.240
deadly pandemic	113	1.238
