Item	Frequency	Score
coronavirus	19990	38.271
lockdown	17285	35.645
pandemic	18573	33.689
covid-19	19812	33.116
covid	10985	23.137
corona	5513	12.318
deaths	6768	12.165
distancing	5524	12.129
virus	6762	11.927
ðÿ	5156	11.859
trump	8051	11.398
covid19	3188	7.688
stay	6499	6.937
cases	7188	6.752
masks	2333	5.451
govt	2124	5.294
crisis	3293	5.035
mask	2198	4.793
cdc	1886	4.682
vaccine	2094	4.680
cummings	1691	4.473
china	4045	4.441
outbreak	1829	4.372
americans	2627	4.215
testing	3023	4.178
à	1542	4.133
tested	2150	4.085
spread	2512	3.995
social	6613	3.941
â	1622	3.837
workers	3072	3.805
positive	3049	3.802
via	3575	3.679
wuhan	1212	3.511
breaking	1678	3.497
quarantine	1245	3.482
safe	2703	3.479
home	8435	3.398
death	3825	3.307
nursing	1571	3.304
lives	2951	3.282
amid	1255	3.245
during	9595	3.234
patients	3040	3.204
please	4340	3.199
homes	1985	3.195
died	2577	3.169
response	2942	3.136
fauci	1017	3.132
infected	1199	3.129
people	16293	3.118
reopen	1031	3.073
reopening	1019	3.068
fight	2123	3.017
toll	1118	3.010
today	4676	2.983
flu	1068	2.958
economy	2100	2.920
why	5693	2.898
tests	1583	2.849
uk	2603	2.827
thank	2105	2.822
die	1513	2.788
boris	899	2.776
news	3612	2.753
doctors	1226	2.713
hospitals	1132	2.706
restrictions	1123	2.699
health	5877	2.690
rt	877	2.687
hydroxychloroquine	797	2.674
rules	2077	2.665
u	1282	2.655
everyone	2598	2.643
ppe	794	2.628
india	2091	2.622
ï	795	2.618
country	3856	2.611
sick	1121	2.608
ca	3422	2.589
dominic	788	2.588
confirmed	1244	2.581
lock	1027	2.571
wear	1301	2.561
cuomo	760	2.557
weeks	2170	2.550
president	3412	2.549
relief	1215	2.537
fake	911	2.493
fuck	850	2.482
democrats	998	2.480
shit	886	2.474
stop	2277	2.467
stay-at-home	693	2.439
due	3275	2.439
hospital	1786	2.425
government	4764	2.404
protect	1501	2.402
gov	686	2.393
wearing	1036	2.390
epidemic	742	2.381
dying	870	2.378
us	9602	2.376
now	10475	2.361
watch	1756	2.347
governor	1092	2.340
says	3696	2.335
fucking	763	2.323
chinese	1538	2.322
ppl	637	2.301
spreading	757	2.301
nhs	781	2.289
w	1122	2.275
tweet	670	2.254
test	2255	2.221
infection	844	2.195
lockdowns	573	2.193
orders	1036	2.187
guidelines	963	2.185
symptoms	988	2.182
biden	632	2.177
america	1899	2.174
unemployment	725	2.171
care	3420	2.169
shut	827	2.166
twitter	889	2.160
tracing	600	2.156
pm	1396	2.155
dead	1403	2.152
police	2160	2.150
millions	918	2.136
vulnerable	781	2.133
let	2944	2.133
retweet	537	2.125
businesses	1292	2.124
thousands	1145	2.118
infections	668	2.110
immunity	604	2.107
worst	890	2.105
obama	957	2.102
blame	721	2.100
nation	1136	2.064
doing	2455	2.064
johnson	890	2.058
deadly	632	2.058
nurses	655	2.056
governors	562	2.049
going	4327	2.043
recovered	642	2.041
numbers	1461	2.037
ji	511	2.032
cure	640	2.030
total	2015	2.028
protest	703	2.024
donald	704	2.024
measures	1084	2.016
worse	935	2.016
fighting	926	2.001
update	1145	1.995
protests	619	1.995
vote	1113	1.993
curve	628	1.993
healthcare	871	1.989
risk	1896	1.981
wo	1353	1.980
daily	1472	1.979
global	2113	1.978
gop	543	1.974
yesterday	842	1.973
modi	500	1.971
stupid	660	1.971
migrant	505	1.950
we	27200	1.944
save	1311	1.940
media	2262	1.939
hoax	466	1.934
gonna	618	1.932
frontline	470	1.928
delhi	599	1.928
easing	468	1.922
follow	1395	1.912
wave	758	1.906
experts	898	1.903
donate	516	1.902
elderly	561	1.900
tomorrow	684	1.895
handling	695	1.893
essential	1015	1.887
sir	826	1.886
lost	1666	1.869
dems	435	1.868
citizens	876	1.861
how	9411	1.860
go	4686	1.857
days	2939	1.842
democrat	499	1.840
saying	1317	1.837
keep	2651	1.837
gates	547	1.835
anyone	1592	1.833
join	1144	1.831
happening	680	1.821
months	1979	1.813
families	1208	1.808
million	2244	1.801
protesters	457	1.800
medical	1812	1.795
lab	676	1.794
minister	1178	1.786
recovery	789	1.785
killing	648	1.780
help	4458	1.780
republicans	545	1.778
officials	947	1.778
latest	1183	1.775
our	12592	1.774
protesting	397	1.772
fear	907	1.772
live	2184	1.767
highest	907	1.764
disease	1182	1.763
pelosi	377	1.752
dangerous	704	1.747
isolation	459	1.747
