Item	Frequency	Score
covid-19 vaccine	6611	6.440
covid vaccine	5852	5.815
covid relief	4261	4.506
social distancing	4033	4.318
coronavirus vaccine	2569	3.114
public health	2282	2.878
relief bill	2241	2.844
new case	2168	2.784
covid death	2138	2.759
covid-19 case	2128	2.751
covid case	2076	2.708
covid-19 pandemic	1871	2.539
health care	1806	2.486
covid test	1777	2.462
small business	1740	2.432
many people	1617	2.330
global pandemic	1591	2.309
new year	1415	2.164
covid relief bill	1373	2.130
new strain	1255	2.033
covid patient	1246	2.025
loved one	1233	2.015
healthcare worker	1223	2.006
united states	1187	1.977
stimulus check	1179	1.970
coronavirus pandemic	1178	1.969
coronavirus case	1169	1.962
american people	1165	1.959
mental health	1130	1.930
corona virus	1049	1.863
social distance	1043	1.858
last week	1026	1.844
death toll	1025	1.843
wearing mask	1009	1.830
next year	1007	1.829
covid-19 relief	995	1.819
middle of a pandemic	995	1.819
nursing home	985	1.810
first time	974	1.801
relief package	960	1.790
next week	954	1.785
stay home	944	1.777
new coronavirus	930	1.765
covid restriction	927	1.763
care worker	869	1.715
other country	850	1.699
herd immunity	834	1.686
second wave	817	1.672
white house	805	1.662
health care worker	792	1.652
mitch mcconnell	775	1.638
president trump	772	1.635
covid-19 death	760	1.625
side effect	746	1.614
new variant	744	1.612
last year	734	1.604
face mask	730	1.601
covid-19 test	727	1.598
family member	725	1.597
holiday season	719	1.592
active case	716	1.589
last night	684	1.563
coronavirus relief	678	1.558
health official	675	1.555
south africa	656	1.540
covid-19 vaccination	650	1.535
long term	643	1.529
first dose	636	1.523
death rate	634	1.522
social medium	624	1.513
donald trump	620	1.510
covid-19 patient	605	1.498
essential worker	604	1.497
emergency use	603	1.496
trump administration	602	1.495
boris johnson	594	1.489
good news	593	1.488
front line	585	1.481
mask mandate	577	1.475
merry christmas	575	1.473
china virus	568	1.467
few day	561	1.462
new death	555	1.457
other people	539	1.443
new york	537	1.442
federal government	534	1.439
pcr test	517	1.425
test result	516	1.425
joe biden	508	1.418
covid pandemic	505	1.416
covid bill	502	1.413
human right	501	1.412
care home	499	1.411
frontline worker	499	1.411
stay-at-home order	479	1.394
pfizer vaccine	479	1.394
single day	477	1.392
rudy giuliani	472	1.388
new zealand	468	1.385
covid rule	465	1.383
vaccine rollout	463	1.381
lot of people	463	1.381
icu bed	463	1.381
young people	462	1.380
pandemic response	461	1.379
unemployment benefit	460	1.378
vaccine distribution	459	1.378
covid-19 restriction	455	1.374
