Item	Frequency	Score
coronavirus	48677	91.637
virus	13931	23.671
corona	11051	23.641
covid-19	13424	22.620
ðÿ	9634	21.228
trump	11890	16.481
pandemic	8776	16.313
china	12472	12.684
outbreak	6121	12.481
lockdown	4065	9.086
cases	9754	8.986
spread	5429	7.875
distancing	3278	7.567
cdc	3175	7.219
flu	3055	6.750
tested	3856	6.721
deaths	3395	6.482
stay	5868	6.291
italy	3381	5.951
â	2667	5.734
crisis	3588	5.414
covid	2211	5.408
wuhan	2041	5.223
testing	3907	5.219
masks	2214	5.206
sick	2700	5.175
confirmed	2945	5.122
quarantine	2042	5.084
infected	2225	5.034
positive	4034	4.852
panic	2087	4.841
breaking	2510	4.836
epidemic	1932	4.698
chinese	3600	4.689
americans	2655	4.242
covid19	1512	4.160
spreading	1754	4.153
tests	2414	3.990
response	3791	3.905
via	3710	3.791
ï	1343	3.740
amid	1517	3.727
hoax	1339	3.720
please	5136	3.717
health	8315	3.712
emergency	2345	3.691
vaccine	1549	3.678
doctors	1804	3.626
govt	1299	3.605
stop	3531	3.581
symptoms	1927	3.575
korea	1688	3.485
hands	2875	3.484
president	4835	3.472
people	18175	3.458
wash	1477	3.458
fight	2488	3.431
iran	1708	3.383
die	1908	3.334
test	3618	3.321
news	4460	3.314
hospital	2589	3.277
workers	2584	3.273
safe	2445	3.188
pence	1082	3.184
shit	1242	3.115
everyone	3105	3.071
democrats	1340	3.049
protect	1988	2.987
hospitals	1279	2.947
kits	1067	2.933
fuck	1071	2.890
patients	2684	2.872
due	3948	2.869
biden	972	2.840
officials	1771	2.802
home	6873	2.794
why	5457	2.779
weeks	2398	2.762
disease	2111	2.745
fucking	984	2.732
travel	2217	2.729
country	4057	2.724
us	10913	2.677
medical	2945	2.677
tweet	880	2.662
social	4301	2.648
u	1280	2.646
mask	1002	2.642
gonna	1016	2.630
healthcare	1300	2.617
says	4198	2.609
w	1351	2.595
thank	1901	2.592
died	2023	2.587
death	2895	2.585
today	3992	2.579
à	785	2.576
ca	3399	2.567
rt	816	2.561
ppl	763	2.557
update	1591	2.539
fears	910	2.537
lives	2174	2.531
cancelled	852	2.522
now	11218	2.514
racist	839	2.499
india	1973	2.495
media	3036	2.481
economy	1695	2.455
donald	950	2.441
fake	884	2.440
shut	993	2.437
isolation	823	2.424
fauci	681	2.422
nhs	853	2.415
quarantined	672	2.393
infection	966	2.393
cure	833	2.377
deadly	806	2.377
experts	1241	2.374
measures	1361	2.369
toll	772	2.351
global	2604	2.347
ventilators	647	2.344
watch	1749	2.334
updates	1002	2.329
blame	846	2.315
uk	2034	2.299
seriously	1026	2.291
relief	1041	2.271
pelosi	627	2.263
dying	791	2.234
countries	2106	2.228
let	3100	2.224
threat	1046	2.224
millions	977	2.222
doctor	1188	2.215
thread	953	2.214
risk	2169	2.204
patient	1355	2.203
wo	1559	2.198
worried	778	2.197
dems	597	2.196
prevent	1313	2.186
y	933	2.185
toilet	687	2.179
nurses	719	2.169
briefing	629	2.168
worse	1040	2.162
america	1887	2.158
doing	2595	2.157
closed	1269	2.154
march	2437	2.134
bill	1746	2.129
government	4154	2.118
going	4511	2.115
boris	572	2.111
lying	734	2.104
supplies	851	2.103
infections	663	2.097
saying	1575	2.096
fear	1156	2.086
sanitizer	525	2.086
days	3391	2.080
twitter	840	2.078
need	6200	2.077
cancel	598	2.055
washing	620	2.053
spreads	550	2.049
latest	1436	2.041
administration	1341	2.040
retweet	494	2.031
literally	753	2.025
care	3161	2.019
n95	488	2.018
vulnerable	715	2.017
cough	533	2.015
help	5116	2.011
listen	917	2.009
yesterday	859	1.995
stupid	676	1.995
gop	555	1.994
kill	936	1.992
nyc	554	1.988
affected	927	1.979
elderly	603	1.973
donated	588	1.970
novel	998	1.969
anyone	1750	1.968
cruise	650	1.964
advice	1153	1.957
flights	619	1.956
immune	631	1.956
avoid	1196	1.955
combat	752	1.954
gov	472	1.949
cnn	528	1.947
just	10472	1.947
fighting	887	1.941
buying	815	1.939
nigeria	579	1.933
total	1904	1.933
do	16000	1.931
how	9799	1.928
reported	1450	1.922
dear	721	1.915
save	1292	1.915
we	26826	1.912
ebola	462	1.907
situation	1356	1.904
bernie	470	1.903
follow	1389	1.902
confirms	491	1.901
âtm	429	1.901
calling	916	1.900
precautions	469	1.896
infectious	506	1.896
citizens	904	1.895
stock	1081	1.895
reports	1392	1.893
public	4049	1.890
damn	562	1.888
keep	2740	1.884
communist	580	1.878
tonight	646	1.878
postponed	457	1.877
viruses	491	1.875
pm	1149	1.866
recovered	544	1.859
gatherings	451	1.856
tomorrow	662	1.856
pray	575	1.855
dangerous	777	1.852
worst	725	1.847
hope	1704	1.846
get	7784	1.842
nation	964	1.840
ass	527	1.835
mortality	515	1.831
info	774	1.831
million	2295	1.830
folks	664	1.829
handling	655	1.825
spain	659	1.825
protective	527	1.824
cuomo	406	1.821
telling	737	1.821
ban	591	1.821
case	3217	1.821
getting	2087	1.819
pls	404	1.819
thousands	917	1.816
serious	1091	1.811
donate	470	1.811
minister	1203	1.809
trying	1643	1.808
here	5805	1.806
lied	424	1.806
announces	468	1.806
rate	1593	1.806
oðÿ	383	1.805
democrat	481	1.803
republicans	561	1.803
happening	668	1.799
delhi	527	1.796
week	2455	1.795
concerns	874	1.793
usa	876	1.790
propaganda	477	1.790
soap	471	1.784
numbers	1222	1.781
stimulus	433	1.779
lol	534	1.779
borders	524	1.778
obama	737	1.776
lies	699	1.776
viral	450	1.770
canceled	404	1.765
ðÿtm	364	1.765
bad	1555	1.763
staying	545	1.762
italian	697	1.760
zero	664	1.758
incompetence	377	1.755
icu	376	1.753
ppe	370	1.747
governor	692	1.740
fever	447	1.738
face	1777	1.736
wow	502	1.728
reminder	436	1.726
lock	535	1.725
hey	583	1.725
scared	439	1.723
should	6283	1.721
fox	575	1.716
know	5077	1.710
no	9875	1.707
seattle	505	1.706
joke	444	1.705
exposed	592	1.704
misinformation	354	1.702
wh	347	1.700
live	2087	1.698
go	4257	1.697
world	5277	1.697
s	1691	1.694
senate	661	1.692
bc	500	1.691
respiratory	404	1.689
facts	683	1.689
say	3099	1.688
scare	370	1.682
tell	1541	1.681
coming	1509	1.680
vote	866	1.679
about	13730	1.679
imagine	690	1.677
kills	399	1.676
suspected	435	1.675
restrictions	518	1.674
leave	1337	1.672
joe	637	1.671
contain	682	1.670
sars	328	1.669
ur	354	1.666
lie	542	1.664
asking	707	1.663
healthy	831	1.662
this	36780	1.660
washington	1096	1.660
hysteria	328	1.656
got	2627	1.652
scientists	676	1.645
because	6032	1.643
talking	908	1.642
during	4651	1.642
someone	1540	1.641
ny	477	1.640
self	706	1.638
guys	759	1.636
feb	394	1.634
daily	1136	1.634
worldwide	601	1.633
wants	890	1.632
diagnosed	408	1.631
iranian	409	1.629
announced	1032	1.625
wake	481	1.625
idiot	339	1.625
schools	1215	1.622
irresponsible	319	1.620
isolate	325	1.617
worry	543	1.616
staff	1602	1.614
yourself	971	1.613
sad	489	1.613
hate	550	1.612
dead	932	1.609
who	12697	1.608
pay	1470	1.606
hong	464	1.606
ago	1499	1.605
shortage	357	1.604
blaming	314	1.602
preparedness	319	1.600
ill	450	1.595
wait	800	1.595
hygiene	344	1.595
ji	299	1.593
disgusting	310	1.593
dont	467	1.591
disaster	492	1.590
our	11271	1.590
curve	405	1.587
rallies	305	1.585
mike	616	1.581
sanders	334	1.581
ðÿ1	276	1.580
admin	345	1.579
negative	716	1.579
remember	1160	1.575
incompetent	294	1.573
vaccines	331	1.572
beds	395	1.571
hell	551	1.571
survive	459	1.568
wanna	326	1.568
calm	408	1.567
dies	361	1.565
swine	290	1.565
