Item	Frequency	Score
covid	144886	2135.054
ðÿ	16326	1224.145
vaccinate	29321	593.209
unvaccinated	8369	509.673
vax	4231	257.367
desantis	4611	251.808
lockdown	20870	249.349
covid19	3609	205.039
vaxxed	2533	198.873
pandemic	44691	170.357
ivermectin	2527	168.850
vaccine	50602	163.744
covid-19	51643	136.243
fauci	2284	132.573
cdc	12167	123.333
vaccination	14004	120.219
icu	4688	119.740
pfizer	3470	97.992
jab	4067	94.712
anti-vaxxer	1284	94.310
hospitalization	4426	90.944
mask	33960	87.392
corona	3770	84.692
moderna	1378	83.120
unvaxxed	959	77.339
âtm	890	70.239
covishield	865	69.563
sars-cov-2	1549	68.942
hospitalize	3101	66.431
ppl	2357	65.920
dose2	811	65.574
dose1	810	65.473
ï	2602	65.321
anti-vax	836	64.128
n95	1085	63.758
wuhan	1763	62.270
à	2943	61.277
biden	6746	58.008
ðÿtm	694	55.787
vaxed	677	54.779
govt	2916	50.809
anti-mask	636	50.414
delta	10117	49.938
coronavirus	8457	49.734
ventilator	1582	47.920
regeneron	658	47.489
misinformation	1977	46.160
vaxx	563	45.762
distancing	2471	44.543
anti-lockdown	558	44.507
âœ	557	44.505
booster	3441	44.226
ðÿš	532	43.348
retweet	830	42.715
maskless	540	42.417
variant	9889	40.986
dewormer	525	40.771
gov	1637	40.546
gladys	1131	39.791
floridian	798	39.330
ð	590	39.158
oðÿ	473	38.651
pre-pandemic	532	37.592
berejiklian	501	36.574
quarantine	2829	36.345
immunocompromised	579	36.144
ðÿ1	427	34.996
mandate	9468	34.069
abbott	2283	33.780
pre-covid	427	31.118
flu	4241	30.842
eviction	1691	30.603
icus	431	30.226
nug	389	30.088
sturgis	533	29.893
immunity	3457	29.521
spreader	638	29.281
moratorium	1235	29.004
breaking	1798	28.543
post-pandemic	394	28.033
disinformation	885	27.186
virus	12754	27.148
outbreak	5296	26.854
antivaxxer	325	26.623
surge	4770	26.611
pfizer-biontech	323	26.315
anti-vaccine	364	26.242
positivity	827	26.196
myocarditis	359	25.814
vaxxer	313	25.808
nsw	4468	25.468
mrna	1145	25.293
rsv	482	25.279
anti-masker	306	25.197
hospitalisation	447	25.094
unmask	654	25.018
cases	610	25.013
maga	426	24.905
gqp	299	24.768
post-covid	344	24.565
pcr	1305	24.410
covid-related	329	24.278
non-covid	301	24.190
â	4857	23.999
âž	288	23.864
covaxin	285	23.434
intubate	328	23.317
cuomo	877	23.307
lmao	448	22.747
monoclonal	616	22.669
contagious	930	22.458
yall	387	21.776
astrazeneca	450	21.691
asymptomatic	626	21.640
infect	2856	21.504
epidemiologist	469	20.817
jandj	246	20.585
hesitancy	330	20.524
superspreader	247	20.117
covidiot	239	19.951
icymi	256	19.837
c19	270	19.830
vaers	256	19.820
ðÿž	236	19.755
preventable	684	19.742
moron	760	19.545
hospitalise	366	19.470
anti-vaxx	234	19.415
ðÿ3	231	19.399
trudeau	747	19.045
eua	267	19.030
ffs	348	18.987
walensky	227	18.926
transmissible	290	18.896
unvaxed	224	18.814
lollapalooza	261	18.668
deathsantis	221	18.602
newsom	448	18.544
fda	3257	18.296
smh	312	18.281
covid-positive	221	18.162
lockdowns	219	18.022
gop	2265	17.947
ì	222	17.919
denier	483	17.319
wtf	617	17.274
hydroxychloroquine	253	17.163
lnp	279	17.102
dose	6217	17.056
politicize	343	16.967
tfg	231	16.912
ù	207	16.893
anti	1449	16.862
antibody	2358	16.710
mutate	681	16.622
biontech	218	16.618
âš	198	16.601
hoax	826	16.561
curfew	558	16.448
infected	1584	16.395
junta	468	16.299
texans	674	16.110
pmc	517	15.887
presser	272	15.881
passport	2478	15.862
š	216	15.771
œ	206	15.740
idk	355	15.577
hosp	239	15.413
rt	1368	15.337
kenney	349	15.120
hcq	189	15.087
ucp	225	15.031
aà	176	15.005
sick	5659	14.771
bullshit	842	14.711
psaki	184	14.669
antivax	174	14.667
ž	178	14.624
shit	3227	14.611
polio	565	14.571
ม	180	14.525
fuck	5411	14.493
doh	340	14.320
morrison	1270	14.307
ccp	488	14.239
anti-science	207	14.224
ðÿœ	166	14.214
breakthrough	1680	13.869
tracing	378	13.772
anti-covid	160	13.623
virologist	193	13.557
rollout	527	13.410
ã	165	13.197
à1	153	13.166
stupidity	615	13.165
hinshaw	171	13.162
remdesivir	175	13.142
