Item	Frequency	Score
social distancing	8266	7.508
covid-19 case	3005	3.366
covid-19 pandemic	2772	3.182
new case	2695	3.122
public health	2379	2.873
coronavirus pandemic	2349	2.849
covid case	2251	2.772
global pandemic	2146	2.690
coronavirus case	2097	2.651
covid death	2033	2.601
corona virus	1999	2.574
face mask	1519	2.196
death toll	1447	2.139
nursing home	1415	2.114
middle of a pandemic	1377	2.084
covid-19 vaccine	1313	2.034
covid test	1283	2.010
united states	1280	2.008
wearing mask	1279	2.007
many people	1262	1.994
mental health	1257	1.990
social distance	1243	1.979
donald trump	1227	1.966
covid-19 death	1158	1.912
health care	1143	1.900
active case	1136	1.894
new zealand	1115	1.878
last week	1107	1.872
president trump	1082	1.852
coronavirus vaccine	1015	1.799
first time	1000	1.787
pandemic situation	998	1.786
white house	959	1.755
young people	914	1.720
death rate	901	1.709
coronavirus death	880	1.693
aged care	877	1.690
china virus	861	1.678
covid-19 test	851	1.670
small business	849	1.668
covid patient	840	1.661
social medium	840	1.661
herd immunity	821	1.646
joe biden	820	1.646
other country	796	1.627
positive case	790	1.622
new coronavirus	786	1.619
family member	779	1.613
trump administration	759	1.598
second wave	727	1.572
loved one	721	1.568
last night	678	1.534
covid vaccine	669	1.527
last year	658	1.518
covid-19 patient	657	1.517
pandemic response	657	1.517
confirmed case	653	1.514
care home	653	1.514
coronavirus outbreak	652	1.513
american people	646	1.509
stay home	640	1.504
coronavirus relief	618	1.487
total number	615	1.484
test result	603	1.475
covid relief	599	1.472
high school	596	1.469
covid-19 testing	594	1.468
corona case	593	1.467
good news	593	1.467
health official	590	1.465
new york	580	1.457
new death	580	1.457
neet exam	566	1.446
blood component	557	1.439
students life	548	1.431
mask mandate	545	1.429
covid crisis	542	1.427
covid pandemic	535	1.421
covid-19 crisis	530	1.417
covid-19 outbreak	529	1.416
total case	528	1.416
climate change	528	1.416
next week	525	1.413
post office	525	1.413
federal government	520	1.409
positivity rate	519	1.409
few month	512	1.403
jee exam	506	1.398
next year	498	1.392
long term	494	1.389
positive test	491	1.387
college football	479	1.377
face covering	477	1.376
south korea	471	1.371
clinical trial	470	1.370
other people	468	1.368
social security	467	1.368
healthcare worker	462	1.364
unemployment benefit	456	1.359
infection rate	455	1.358
conducting exam	455	1.358
deadly pandemic	453	1.357
public transport	451	1.355
same time	450	1.354
economic crisis	442	1.348
school district	440	1.346
covid testing	438	1.345
executive order	438	1.345
few week	434	1.342
new coronavirus case	434	1.342
postal service	432	1.340
infectious disease	432	1.340
compartment exam	428	1.337
task force	425	1.335
speedy recovery	424	1.334
supreme court	422	1.332
convalescent plasma	419	1.330
conspiracy theory	417	1.328
few day	415	1.327
ten of thousands	414	1.326
coronavirus infection	412	1.324
press conference	410	1.323
high risk	409	1.322
number of cases	409	1.322
health worker	406	1.320
contact tracing	404	1.318
immune system	404	1.318
lot of people	402	1.317
relief bill	402	1.317
covid-19 infection	398	1.313
covid response	398	1.313
coronavirus test	397	1.313
prime minister	394	1.310
single day	392	1.309
covid situation	391	1.308
health expert	390	1.307
coronavirus response	387	1.305
coronavirus crisis	387	1.305
bill gates	383	1.302
first day	378	1.298
only thing	373	1.294
common sense	369	1.291
school year	368	1.290
novel coronavirus	366	1.288
human right	363	1.286
health crisis	358	1.282
essential worker	358	1.282
south africa	355	1.280
many student	351	1.276
fake news	351	1.276
long time	350	1.276
boris johnson	349	1.275
mortality rate	340	1.268
hand sanitizer	338	1.266
care worker	337	1.265
covid-19 response	334	1.263
relief package	333	1.262
front line	330	1.260
last month	330	1.260
staff member	329	1.259
number of people	326	1.257
contact trace	323	1.254
new study	323	1.254
good morning	321	1.253
covid outbreak	317	1.250
final year	316	1.249
excess death	315	1.248
