Item	Frequency	Score
omicron variant	6719	536.998
vaccine mandate	5310	416.551
vaccine passport	4161	332.329
covid test	3669	276.917
covid case	3652	262.627
covid vaccine	3479	261.493
new variant	2647	176.657
omicron case	2153	172.752
covid death	2192	169.337
covid-19 vaccine	2669	147.239
booster shot	1745	131.299
natural immunity	1549	114.859
rapid test	1543	108.227
covid patient	1402	105.783
long covid	1280	102.322
covid restriction	1377	101.893
vaccinated people	1247	99.072
mask mandate	1326	96.033
covid-19 case	2081	87.206
pcr test	1174	84.651
covid protocol	1025	81.122
covid booster	877	70.960
covid variant	837	67.767
covid rule	822	65.751
covid testing	835	65.262
boris johnson	1460	64.380
case of omicron	748	60.669
vaccine dose	808	60.451
covid outbreak	754	59.759
unvaccinated people	739	59.076
delta variant	714	57.905
covid-19 vaccination	717	56.462
covid passport	662	53.783
covid infection	677	53.540
booster dose	691	52.892
new case	1947	50.601
n95 mask	684	50.314
covid vaccination	619	50.101
mild symptom	656	46.036
omicron wave	563	45.912
omicron spread	562	45.833
pfizer vaccine	577	45.610
covid-19 booster	559	45.587
getting covid	556	45.288
mrna vaccine	569	45.106
covid-19 list	567	44.837
healthcare worker	984	44.694
new omicron	545	44.461
global pandemic	843	43.813
travel ban	828	42.901
biden administration	600	42.830
covid list	528	42.826
antigen test	576	42.820
vaccination rate	619	42.425
common cold	768	42.302
christmas party	894	41.967
president biden	515	41.307
covid pass	505	41.245
vaccine booster	495	40.196
covid-19 test	620	39.874
herd immunity	601	39.737
vaccination status	499	38.761
booster jab	471	38.494
omicron surge	468	38.334
wearing mask	641	38.095
covid jab	463	37.895
omicron infection	453	37.137
covid shot	452	37.036
corona virus	548	36.612
covid response	457	36.538
covid pandemic	498	36.344
pandemic response	488	35.897
coronavirus case	668	35.733
booster vaccine	437	35.404
social distancing	1620	35.378
stay home	473	34.418
severe disease	520	34.292
positivity rate	477	33.870
lateral flow	436	33.474
case of the omicron	407	33.467
vaccine card	406	33.352
big pharma	611	32.661
coronavirus variant	392	32.259
positive test	596	31.849
covid policy	383	31.400
covid surge	381	31.226
covid symptom	383	30.906
second dose	422	30.131
online exam	422	30.024
cloth mask	392	30.004
rapid antigen	366	29.378
joe biden	787	29.162
new coronavirus	458	29.067
start of the pandemic	382	28.748
severe illness	442	28.625
negative test	403	28.471
covid number	346	28.304
covid measure	344	28.227
vaccine rollout	345	28.152
test kit	544	27.883
third dose	348	27.770
testing site	425	27.657
vaccine clinic	340	27.568
lockdown rule	345	27.489
spread of omicron	329	27.245
active case	445	27.114
offline exam	326	26.928
downing street	544	26.536
covid-19 infection	414	26.519
daily case	345	26.492
new death	369	26.210
flow test	333	26.042
close contact	699	25.874
new covid	312	25.807
covid situation	319	25.735
positive case	451	25.509
death rate	789	25.424
covid-19 protocol	326	25.377
vaccine status	306	25.261
covid wave	305	25.237
case number	474	24.916
new coronavirus case	324	24.909
covid-19 death	345	24.893
spike protein	320	24.762
hospital admission	502	24.646
