Item	Frequency	Score
covid vaccine	4369	435.198
covid-19 vaccine	4581	334.516
delta variant	2537	269.348
covid case	2123	202.824
wuhan lab	1832	193.490
covid death	1763	180.689
covid-19 vaccination	1542	159.355
covid test	1194	120.135
covid patient	1146	114.676
vaccine dose	1142	112.583
lab leak	1042	111.239
covid restriction	1064	104.467
covid vaccination	974	103.543
social distancing	3015	86.983
third wave	1056	85.820
covid-19 case	1494	83.115
long covid	704	74.957
second dose	775	72.189
global pandemic	1013	69.490
covid pandemic	717	68.633
corona warrior	637	68.140
new case	1949	67.118
corona virus	751	65.918
matt hancock	643	65.645
active case	778	61.932
covid relief	588	61.723
first dose	718	60.946
vaccinated people	570	60.489
pandemic situation	562	57.635
wuhan institute	527	55.759
heart inflammation	517	55.384
vaccination rate	592	53.622
second wave	938	53.028
covid rule	497	52.955
positivity rate	566	52.839
mrna vaccine	502	52.647
covid jab	473	51.023
coronavirus vaccine	548	50.458
covid shot	459	49.567
covid protocol	464	49.128
stay home	507	48.587
pandemic p	449	48.525
covid-19 death	496	46.704
vaccine rollout	434	46.339
covid situation	420	44.241
vaccination appointment	400	43.136
lab leak theory	394	42.713
new variant	474	42.618
covid crisis	424	42.099
mask mandate	431	41.938
leak theory	385	41.752
herd immunity	469	41.125
covid outbreak	376	39.880
covid-19 pandemic	1948	39.866
covid infection	375	39.617
dose2 capacity	364	39.537
dose1 capacity	364	39.537
min age limit	364	39.531
pcr test	408	39.525
vaccine passport	362	39.254
covid-19 vaccination appointment	360	39.114
boris johnson	661	38.902
spike protein	383	38.784
gain of function	361	38.102
new death	408	38.059
wearing mask	480	37.864
wuhan lab leak	347	37.737
social distance	510	37.725
vaccination drive	351	37.576
covid variant	345	37.524
covid wave	333	36.121
pandemic response	370	36.116
covid-19 infection	421	35.518
coronavirus case	497	35.292
covid lockdown	325	34.415
middle of a pandemic	315	33.236
offline exam	305	33.195
pin code	366	32.606
board exam	356	32.349
start of the pandemic	320	31.859
china virus	295	31.745
positive case	411	30.708
covid-19 patient	402	30.703
covid time	286	30.571
covid response	285	30.409
covid-19 restriction	358	30.292
frontline worker	330	30.214
natural immunity	293	29.524
cleanliness worker	267	29.263
coronavirus variant	267	29.257
lockdown restriction	298	29.140
ambulance driver	295	28.575
health secretary	317	28.025
covid origin	251	27.566
modi govt	255	27.456
indian variant	248	27.099
post covid	248	26.966
pfizer vaccine	252	26.844
pm modi	314	26.817
covid treatment	241	26.386
distancing rule	265	26.278
social distancing rule	257	25.908
wuhan virus	240	25.698
biden administration	267	25.653
pandemic time	237	25.612
chinese virus	236	25.480
president biden	235	25.403
covid-19 test	293	25.303
covid warrior	228	25.057
total lockdown	232	25.001
new coronavirus	293	24.796
covid-19 vaccine dose	224	24.648
