Item	Frequency	Score
covid vaccine	6369	548.880
covid-19 vaccine	7921	500.306
covid relief	4503	403.641
relief bill	2734	231.683
covid death	2056	182.380
covid case	2109	174.524
covid relief bill	1891	173.672
covid-19 vaccination	1799	160.910
covid test	1620	140.919
mask mandate	1606	133.259
coronavirus vaccine	1314	103.803
president biden	1101	100.015
covid-19 case	1959	94.261
covid vaccination	993	91.488
vaccine dose	1040	88.939
social distancing	3392	84.710
covid restriction	988	84.144
global pandemic	1375	81.530
first dose	1083	79.328
china virus	836	76.436
vaccine rollout	825	75.607
covid patient	829	72.153
covid-19 relief	812	69.459
american rescue	741	68.308
vaccine passport	732	67.955
covid bill	666	61.958
rescue plan	754	61.832
american rescue plan	652	60.744
corona virus	788	59.942
relief package	713	57.426
new case	1860	55.498
wearing mask	807	54.768
covid shot	559	52.196
active case	732	50.574
middle of a pandemic	558	50.444
third wave	698	49.425
social distance	761	48.523
biden administration	593	48.507
covid pandemic	576	47.995
vaccinated people	516	47.610
stimulus check	534	46.188
long covid	491	45.643
covid-19 death	546	44.541
herd immunity	579	43.889
vaccine appointment	469	43.888
pandemic response	520	43.739
coronavirus case	704	43.121
first lockdown	472	42.644
astrazeneca vaccine	453	42.225
covid-19 relief bill	451	42.025
covid jab	444	41.643
covid-19 pandemic	2315	41.001
vaccination site	442	40.811
covid response	431	39.503
new death	489	39.450
second dose	478	38.943
boris johnson	756	38.517
stay home	460	38.347
new variant	476	37.153
positivity rate	449	36.553
covid testing	398	36.170
covid-19 test	488	36.128
covid protocol	386	35.649
covid outbreak	382	35.187
covid lockdown	375	34.372
covid rule	367	34.203
vaccine distribution	367	33.202
essential worker	426	33.001
covid19 vaccine	344	32.427
covid crisis	369	31.939
covid infection	343	31.567
covid-19 restriction	428	31.320
start of the pandemic	361	31.130
coronavirus relief	353	30.867
blood clot	798	30.586
vaccine shot	326	30.430
covid variant	319	30.231
covid relief package	320	30.211
lockdown rule	329	30.021
astrazeneca covid-19 vaccine	317	30.016
new coronavirus	412	30.011
coronavirus pandemic	865	28.771
joe biden	665	28.320
death rate	749	27.689
mass vaccination	320	27.622
cdc guideline	329	27.489
pay rise	411	27.138
covid passport	282	26.828
wuhan lab	282	26.640
cdc director	285	26.460
pandemic relief	283	26.396
healthcare worker	495	26.065
former guy	272	25.891
deadly pandemic	273	25.296
president joe biden	265	25.167
total case	293	24.668
covid-19 infection	333	24.562
covid-19 variant	257	24.542
lockdown restriction	287	24.440
kung flu	255	24.222
coronavirus variant	253	24.176
speedy recovery	325	24.070
spring break	551	23.949
frontline worker	299	23.877
covid-19 patient	358	23.828
death toll	747	23.782
face mask	634	23.733
vaccine today	247	23.551
nhs staff	318	23.482
covid number	248	23.479
pcr test	271	23.104
chinese virus	246	23.085
nursing home	1447	22.994
super spreader	244	22.974
covid time	245	22.920
vaccine eligibility	234	22.422
beginning of the pandemic	247	22.407
coronavirus act	237	22.300
wear mask	238	22.100
covid contract	227	21.793
excess death	253	21.789
asian americans	309	21.761
vaccine supply	236	21.604
covid-19 outbreak	344	21.222
biden admin	220	21.133
infection rate	338	20.506
post covid	215	20.482
health official	580	20.460
anti lockdown	212	20.412
covid-19 protocol	226	20.400
positive case	309	20.224
mrna vaccine	212	19.861
pfizer vaccine	212	19.811
pandemic hit	223	19.729
relief check	202	19.363
covid-19 testing	252	19.340
anti-lockdown protest	200	19.167
covid situation	202	18.985
lockdown protest	196	18.919
variant of concern	194	18.774
national lockdown	217	18.693
covid stimulus	193	18.640
new availability	194	18.515
new coronavirus case	206	18.443
cases today	198	18.430
second wave	369	18.405
corona case	191	18.390
vaccination drive	192	18.310
covid-19 lockdown	225	18.298
confirmed case	359	18.133
vaccination appointment	187	18.047
coronavirus death	201	18.032
hate crime	520	18.031
covid denier	186	18.015
mask wear	199	17.944
lockdown measure	210	17.664
covid-19 vaccine dose	182	17.630
vaccine hesitancy	187	17.451
relief plan	184	17.362
coronavirus restriction	199	17.353
vaccination clinic	188	17.316
stimulus bill	211	17.228
pandemic year	177	17.072
covid symptom	179	17.046
covid spread	176	17.017
year anniversary	311	16.923
positive test	267	16.708
vaccine clinic	175	16.701
doug ford	181	16.604
pre covid	170	16.512
ron desantis	173	16.506
vaccination program	204	16.351
