Item	Frequency	Score
covid	14688	1614.411
ðÿ	1159	648.619
vaccinate	2320	350.189
corona	1789	299.041
fauci	641	276.714
lockdown	2999	267.240
covid19	621	262.946
pandemic	7733	219.845
wuhan	813	213.103
govt	1322	171.290
cdc	1749	132.224
vaccine	5107	123.270
covid-19	6243	122.847
asharamji	186	111.500
à	696	107.889
bapu	195	107.295
vaccination	1460	93.506
vax	205	93.494
ji	503	90.896
modi	879	89.651
ssrians	144	86.542
unvaccinated	166	76.052
र	161	74.795
pfizer	350	73.808
icu	382	72.899
bapuji	124	72.558
concentrator	197	72.289
ð	140	68.674
क	132	65.163
shri	333	63.730
sant	200	63.507
ramdev	114	63.221
moderna	137	61.830
ventilator	273	61.570
coronavirus	1381	60.558
ivermectin	119	59.848
mask	3102	59.549
kumbh	108	57.569
ðÿtm	96	57.526
jab	328	57.088
प	104	55.663
distancing	399	53.600
virology	139	52.212
plz	177	52.015
astrazeneca	146	51.653
retweet	129	49.415
ह	89	48.788
ðÿš	79	47.904
distribution-dss	78	47.340
द	88	46.580
ppl	220	45.998
post-covid	86	45.057
desantis	108	44.554
walgreen	87	44.452
ccp	205	43.852
म	84	43.723
sars-cov-2	128	42.704
goi	91	42.274
biden	657	42.166
ve	293	41.992
spo2	78	41.976
oxygen	1331	40.426
स	77	40.368
ï	213	40.005
न	78	40.001
bjp	465	39.804
post-pandemic	75	39.438
n95	89	39.291
drdo	76	38.379
positivity	163	38.325
vaxxed	62	37.109
ssr	113	36.577
sushant	70	36.438
remdesivir	68	36.417
ppe	166	36.273
appt	88	35.960
anti-lockdown	60	35.889
ssrian	58	35.453
aiims	70	35.010
व	65	34.836
kejriwal	79	34.755
य	64	34.283
lakh	300	34.211
eid	126	33.832
gov	182	33.675
variant	1059	32.747
mucormycosis	55	32.736
त	64	32.734
walgreens	86	32.354
ल	60	32.309
b-positive	52	31.811
garu	55	31.786
quarantine	323	30.975
coronaviruse	58	30.496
o-positive	49	29.979
cummings	152	29.719
pl	316	29.588
cbse	77	29.475
ब	51	28.937
तन_द	47	28.923
virologist	57	28.868
insan	48	28.539
breaking	241	28.535
virus	1797	28.529
pls	73	28.206
tak	74	26.809
ग	47	26.707
spreader	76	26.078
âœ	43	26.042
âtm	43	25.936
sauda	44	25.822
covaxin	42	25.660
pfizer-biontech	42	25.551
hospitalisation	61	25.529
haryana	105	25.349
ganga	79	25.113
fmg	45	24.915
hesitancy	53	24.437
boris	219	24.414
bihar	132	24.242
sop	97	24.200
frontline	186	24.181
bhi	49	23.919
modiji	39	23.559
delhi	745	23.545
pre-pandemic	44	23.521
icmr	42	23.516
a-positive	38	23.482
maharashtra	174	23.439
maskless	39	23.294
immunity	360	22.953
vaers	39	22.395
dera	46	22.280
helpline	102	22.167
ई	36	22.166
plasma	477	22.011
gain-of-function	38	21.969
o2	136	21.844
ज	38	21.803
ðÿtmðÿ	35	21.786
bengal	225	21.686
rt	260	21.683
anti-covid	35	21.602
crore	261	21.587
mela	53	21.424
hai	113	21.306
salute	199	21.244
karnataka	138	21.140
mco	43	21.045
nahi	39	21.035
narendra	100	20.959
ke	90	20.893
uttar	108	20.885
bioweapon	39	20.855
crematorium	60	20.837
rollout	109	20.518
bengaluru	81	20.471
yall	48	20.196
bbmp	36	19.769
rahul	88	19.714
misinformation	111	19.499
curfew	89	19.498
immunocompromised	41	19.452
mismanagement	75	19.403
jandk	31	19.401
ima	57	19.382
anti-vaxxer	34	19.359
âž	31	19.355
biontech	34	19.183
rajasthan	117	19.167
didi	45	19.060
asymptomatic	73	18.878
र_प	30	18.823
शपथ_पत	30	18.823
sacha	45	18.771
trudeau	98	18.643
starmer	35	18.640
dose	905	18.516
transmissible	38	18.486
nak	34	18.326
surya	46	18.218
frontliner	30	18.200
ù	30	18.183
hospitalization	117	18.138
outbreak	477	18.061
mbbs	43	18.039
cases	58	17.885
ndtv	37	17.791
superspreader	29	17.738
ðÿ1	28	17.627
covishield	28	17.550
exam	1043	17.537
biowarfare	29	17.371
mamata	36	17.321
aap	70	17.307
pre-covid	31	17.258
bts	57	17.028
noida	55	16.971
mishandle	49	16.941
walensky	27	16.902
cvs	89	16.812
covid-related	30	16.798
odisha	60	16.730
india	3281	16.719
kya	36	16.587
gujarat	121	16.585
uttarakhand	46	16.510
needy	119	16.480
epidemic	279	16.464
jandj	26	16.439
kenney	51	16.432
coronil	26	16.371
tejasvi	26	16.292
telangana	55	16.174
icus	30	16.104
upsc	37	15.969
non-covid	26	15.929
clot	112	15.911
hospitalize	98	15.863
lab-leak	25	15.852
bhai	37	15.840
aà	25	15.838
anti-masker	25	15.742
dm	139	15.611
cleanliness	84	15.504
ipl	61	15.427
sputnik	45	15.388
anti-science	30	15.310
seva	33	15.289
pradesh	186	15.166
sanitizer	51	15.160
ur	143	15.106
mrna	91	15.105
hv	44	14.981
narwal	24	14.949
lockdowns	24	14.909
hospitalise	37	14.839
aur	39	14.766
tweet	472	14.761
jaam-e-insan	23	14.664
al-ouf	23	14.663
ø	42	14.646
oximeter	28	14.537
urgently	105	14.520
âš	23	14.515
mam	40	14.395
allopathy	24	14.377
anti-mask	23	14.311
psaki	24	14.296
lmao	37	14.251
cremate	44	14.243
थ	23	14.210
nadu	92	14.187
abt	53	14.162
flu	260	14.152
idk	43	14.124
epidemiologist	42	14.085
bharat	53	14.057
ab-positive	22	14.054
stay-at-home	43	14.031
aspirant	50	13.991
surge	334	13.931
raya	31	13.911
speedy	117	13.887
myocarditis	25	13.827
hcq	23	13.781
punjab	124	13.775
panic	309	13.734
wiv	23	13.694
nagar	57	13.683
ki	87	13.671
karo	26	13.650
â	369	13.626
hancock	102	13.583
hosp	28	13.565
iyc	22	13.526
षक	21	13.460
kerala	126	13.444
whatsapp	82	13.394
billionaire	111	13.312
bolsonaro	35	13.286
yogi	62	13.279
sinopharm	21	13.271
dah	27	13.260
phe	31	13.254
atleast	46	13.128
lucknow	47	13.105
cremation	53	13.088
arvind	32	12.958
hyderabad	92	12.956
infect	230	12.954
denier	48	12.951
asap	90	12.923
tn	119	12.877
hydroxychloroquine	25	12.862
sebab	20	12.848
disinformation	55	12.805
tikri	20	12.735
incompetence	65	12.712
toh	25	12.671
indoors	124	12.642
cuomo	63	12.640
sewa	23	12.607
amit	46	12.594
bcoz	21	12.544
bhakt	20	12.514
ambulance	189	12.513
single-day	24	12.511
kkm	20	12.452
balik	20	12.451
dominic	81	12.346
uddhav	22	12.327
jaishankar	21	12.261
fmge	19	12.249
radhe	20	12.232
