Item	Frequency	Score
covid vaccine	681	380.770
covid-19 vaccine	709	290.613
covid patient	402	224.823
covid case	376	201.580
covid death	320	184.019
wuhan lab	302	179.060
covid crisis	232	127.363
board exam	252	126.010
vaccinated people	211	124.587
covid test	206	116.338
covid-19 vaccination	194	112.787
blood component	194	106.139
indian variant	173	103.181
corona warrior	153	91.494
second wave	289	91.296
corona virus	182	89.348
covid relief	152	89.094
oxygen concentrator	153	84.027
covid pandemic	154	82.537
lab leak	132	79.364
oxygen cylinder	138	77.996
covid-19 case	249	77.766
stay home	143	76.381
number of units	186	76.028
covid vaccination	127	76.027
covid situation	126	73.813
icu bed	132	73.361
vaccine dose	130	72.250
mask mandate	132	71.428
covid warrior	118	70.873
pandemic situation	122	70.000
covid-19 patient	161	68.122
sant shri asharamji bapu	110	66.351
black fungus	109	64.487
vaccine passport	107	64.450
covid restriction	116	64.267
global pandemic	159	61.282
wuhan institute	101	59.891
chinese virus	100	59.234
covid protocol	98	58.044
social distancing	357	57.886
new available appointment	92	55.657
second dose	105	55.091
third wave	119	54.548
wearing mask	123	54.127
available appointment	92	53.781
gain of function	91	53.494
covid shot	88	53.250
registration link	95	52.374
ambulance driver	95	50.921
offline exam	84	50.757
pm modi	107	50.564
herd immunity	103	50.493
cleanliness worker	83	50.302
patient name	86	49.487
blood group	101	48.279
modi govt	81	48.171
ssrians help	79	47.934
recovered patient	80	47.214
positivity rate	89	46.726
oxygen bed	77	46.711
coronavirus vaccine	90	46.569
active case	103	46.201
covid variant	76	46.149
new case	238	46.094
total lockdown	76	45.138
speedy recovery	94	44.450
new variant	87	43.870
vaccine rollout	73	43.793
ssr body	70	42.587
number of appt slots	69	41.993
appt slot	69	41.992
covid-19 death	79	41.835
distribution-dss volunteer	68	41.399
first dose	86	41.223
cdc guideline	75	40.205
covid care	66	39.987
biden administration	71	37.848
covid wave	61	37.101
boris johnson	112	37.015
corona pandemic	61	36.212
cdc guidance	61	35.889
covid infection	60	35.669
covid surge	58	35.269
covid hospital	57	34.658
china virus	57	34.336
lab leak theory	56	34.269
covid positive	56	34.083
wuhan virus	57	33.925
frontline worker	66	33.807
covid virus	56	33.701
oxygen plant	54	32.719
emergency use	64	32.260
covid-19 pandemic	280	32.192
panic buying	56	32.189
pandemic time	53	31.890
new death	60	31.557
middle of a pandemic	53	31.434
super spreader	52	31.366
start of the pandemic	56	31.302
leak theory	51	31.292
dominic cummings	53	31.281
covid management	51	31.232
coronavirus case	78	31.159
covid lockdown	52	30.998
president biden	51	30.722
vaccine appointment	50	30.642
covid time	51	30.590
corona case	50	30.517
long covid	50	30.470
state govt	53	30.447
wear mask	51	30.325
health minister	75	29.689
vaccination drive	49	29.649
covid jab	48	29.485
covid testing	49	29.065
तन द	47	28.923
covid treatment	47	28.782
pandemic response	51	28.138
new coronavirus	59	27.918
wuhan lab leak	45	27.734
oxygen supply	54	27.548
handling of the pandemic	45	27.197
covid-19 restriction	57	27.148
full lockdown	45	27.051
humble request	45	26.879
covid rule	44	26.805
vaccination site	44	26.687
need plasma	43	26.543
covid-19 variant	42	25.942
stay safe	45	25.899
covid prevention	42	25.866
deadly pandemic	43	25.810
vaccine hesitancy	43	25.543
covid origin	41	25.351
covid-19 infection	53	25.320
mask guidance	41	25.318
covid response	42	25.316
covid ward	41	25.245
total case	46	25.092
natural immunity	44	25.025
vaccination rate	48	24.856
ssrians covid volunteer	40	24.764
covid-19 crisis	69	24.560
pcr test	44	24.272
time of pandemic	40	24.265
death toll	117	24.144
covid duty	39	24.142
beginning of the pandemic	41	24.041
hospital bed	75	23.730
vaccination appointment	38	23.460
pfizer vaccine	39	23.440
covid recovery	38	23.329
unvaccinated people	38	23.231
function research	37	22.892
prevention kit	37	22.833
covid-19 relief	40	22.810
dera sacha sauda	37	22.754
positive patient	41	22.692
n95 mask	40	22.424
positive case	53	22.412
covid prevention kit	36	22.388
medical oxygen	37	22.378
private hospital	60	22.367
social distance	53	22.285
oxygen support	36	22.136
ppe kit	36	22.065
matt hancock	37	21.840
relief fund	45	21.813
gain of function research	35	21.776
kumbh mela	37	21.725
lockdown restriction	39	21.638
modi government	43	21.404
cdc director	35	21.266
covid-19 vaccination appointment	34	21.199
coronavirus variant	34	21.191
covid-19 test	43	20.977
rand paul	41	20.728
covid outbreak	34	20.717
home isolation	34	20.695
contact number	58	20.668
covid-19 situation	38	20.520
vaccination centre	33	20.429
nhs staff	42	20.219
covid passport	32	20.001
deadly virus	39	19.942
first lockdown	33	19.856
students life	32	19.599
coronavirus pandemic	90	19.524
face mask	80	19.488
doug ford	33	19.454
covid-19 hate	31	19.415
chinese lab	31	19.305
joe biden	69	19.200
coronavirus death	33	19.133
rahul gandhi	40	19.124
essential worker	37	18.943
appropriate behaviour	32	18.825
र प	30	18.823
blood clot	75	18.798
covid19 vaccine	30	18.767
modi ji	30	18.583
new coronavirus case	32	18.567
election rally	32	18.540
west bengal	76	18.316
mrna vaccine	30	18.301
central vista	29	18.182
mask wear	31	18.113
covid-19 outbreak	45	18.097
oxygen level	46	18.097
plasma donor	29	17.948
