Item	Frequency	Score
coronavirus	5361	106.589
china	3895	40.820
virus	1498	26.811
outbreak	1175	24.412
corona	859	19.608
wuhan	845	19.532
trump	1033	15.195
chinese	1009	12.822
cdc	476	10.894
china''s	492	10.255
cases	1038	10.061
epidemic	405	9.285
spread	580	8.816
confirmed	463	8.043
infected	362	8.023
covid-19	384	7.383
flu	310	7.178
quarantine	276	6.854
hong	329	6.757
hoax	244	6.265
kong	297	6.213
breaking	309	6.063
korea	307	5.996
deaths	289	5.915
pandemic	272	5.911
masks	235	5.731
cruise	218	4.851
spreading	199	4.806
via	431	4.559
pence	164	4.518
communist	194	4.496
novel	266	4.393
hospital	339	4.343
quarantined	150	4.300
disease	338	4.297
toll	167	4.224
health	884	4.148
democrats	184	4.066
japan	241	4.038
americans	236	4.026
death	448	3.998
tested	198	3.987
officials	256	3.970
sick	183	3.929
panic	151	3.915
deadly	154	3.902
vaccine	154	3.823
iran	187	3.801
amid	146	3.778
fears	147	3.717
crisis	215	3.663
trump''s	138	3.602
news	452	3.529
response	318	3.513
ship	206	3.497
border	184	3.496
stop	316	3.412
hubei	109	3.404
doctor	195	3.379
govt	108	3.287
mask	128	3.271
mainland	114	3.261
threat	163	3.214
global	353	3.208
donated	117	3.173
infection	135	3.160
president	410	3.146
passengers	126	3.123
fight	208	3.098
citizens	168	3.094
people	1517	3.062
countries	290	3.057
racist	107	3.056
travel	240	3.054
medical	324	3.054
suspected	112	3.053
province	140	3.048
sars	92	3.008
says	463	2.999
died	228	2.989
patients	265	2.980
ppl	91	2.968
die	154	2.943
doctors	127	2.893
reports	224	2.883
country	408	2.879
ban	113	2.852
xi	93	2.851
confirms	92	2.849
reported	223	2.829
media	333	2.824
infections	100	2.823
experts	148	2.822
patient	176	2.812
positive	202	2.810
feb	95	2.781
hospitals	111	2.770
symptoms	131	2.769
u.s.	352	2.761
ccp	80	2.734
beijing	95	2.727
flights	99	2.721
italy	121	2.709
li	89	2.685
emergency	148	2.670
pakistan	106	2.669
protect	162	2.654
why	489	2.645
economy	176	2.643
us	1014	2.632
singapore	94	2.603
w	128	2.599
case	451	2.587
spreads	77	2.577
lying	95	2.574
cure	89	2.573
shut	101	2.562
testing	158	2.557
dems	73	2.555
u	115	2.550
ebola	73	2.538
wenliang	69	2.533
worried	91	2.520
hk	70	2.496
america	213	2.492
hiv	93	2.479
russia	123	2.478
fear	138	2.474
princess	84	2.474
fake	85	2.467
millions	107	2.458
mike	115	2.450
latest	172	2.449
nigeria	81	2.442
diamond	85	2.436
updates	101	2.434
update	141	2.416
workers	168	2.410
s	245	2.397
borders	82	2.389
bloomberg	69	2.388
shit	79	2.378
kill	114	2.373
government	445	2.370
dangerous	106	2.360
usa	123	2.352
due	298	2.352
india	172	2.338
taiwan	71	2.328
diagnosed	74	2.322
everyone	211	2.322
hands	165	2.309
evacuated	62	2.301
fucking	71	2.296
prevent	132	2.287
serious	140	2.262
now	944	2.248
whistleblower	58	2.246
infectious	65	2.246
administration	144	2.244
lockdown	61	2.243
contain	102	2.243
cancelled	66	2.229
scientists	102	2.220
affected	103	2.208
recovered	69	2.197
wash	72	2.191
worse	100	2.187
please	267	2.186
cuts	81	2.176
dead	134	2.163
pray	70	2.147
transmission	83	2.142
protective	66	2.135
viruses	59	2.133
risk	197	2.132
warns	56	2.131
total	203	2.130
lab	84	2.121
flight	101	2.117
gov	52	2.109
diseases	82	2.105
authorities	96	2.104
supplies	80	2.095
nationals	56	2.093
racism	61	2.091
ncov	49	2.089
gonna	67	2.088
measures	108	2.087
stock	117	2.085
saying	147	2.076
zero	82	2.072
worldwide	84	2.069
wo	136	2.067
trade	162	2.065
watch	141	2.064
ca	249	2.060
tests	96	2.059
n''t	1695	2.058
today	292	2.058
official	135	2.048
donald	68	2.046
yesterday	84	2.039
tweet	53	2.035
regime	70	2.024
epicenter	47	2.024
video	216	2.023
test	190	2.016
healthcare	84	2.010
cough	50	2.007
truth	120	2.006
million	242	2.004
reporting	89	2.000
prevention	74	1.996
stupid	64	1.996
rt	50	1.992
kits	54	1.990
safe	127	1.986
blame	62	1.982
jinping	45	1.980
mortality	56	1.974
markets	98	1.968
discharged	49	1.968
south	255	1.962
cut	141	1.961
muslims	62	1.960
woman	141	1.959
conspiracy	54	1.953
pakistani	48	1.953
believe	195	1.948
killed	106	1.946
numbers	130	1.942
warning	73	1.942
weeks	146	1.942
public	394	1.939
world	576	1.937
literally	66	1.934
isolation	53	1.934
fighting	83	1.928
combat	69	1.918
fuck	52	1.917
hope	169	1.916
thailand	53	1.911
briefing	47	1.909
sad	63	1.909
citizen	59	1.908
cnn	48	1.907
situation	128	1.901
dies	51	1.899
coming	167	1.897
happening	69	1.896
trying	165	1.895
fever	50	1.892
banned	51	1.883
malaysia	49	1.883
fauci	40	1.882
stay	134	1.877
evacuees	40	1.877
bernie	43	1.873
worst	70	1.871
outbreaks	42	1.865
warn	45	1.863
info	75	1.859
face	183	1.858
pandemics	39	1.855
thousands	89	1.848
calling	83	1.847
rally	52	1.847
huawei	41	1.842
just	931	1.835
impeachment	41	1.831
against	377	1.827
days	276	1.826
camps	50	1.824
tariffs	42	1.823
viral	45	1.820
foreign	115	1.820
daegu	37	1.818
originated	43	1.806
bad	151	1.800
concerns	83	1.798
ministry	77	1.796
retweet	36	1.794
rises	44	1.793
iranian	47	1.792
lies	67	1.790
minister	112	1.789
indonesia	47	1.788
twitter	62	1.787
eating	68	1.786
dow	39	1.784
plane	61	1.783
pneumonia	38	1.780
dear	60	1.776
politicizing	35	1.775
meat	61	1.774
uk	138	1.773
ukraine	48	1.772
thread	63	1.770
listen	71	1.769
feb.	44	1.762
hate	61	1.761
philippines	45	1.759
seriously	64	1.759
deal	137	1.758
misinformation	36	1.757
propaganda	43	1.748
evacuate	35	1.744
washington	111	1.742
thank	106	1.742
facts	68	1.741
who	1303	1.740
strike	61	1.740
ji	35	1.739
arrested	56	1.739
hhs	35	1.738
lives	127	1.737
say	302	1.733
expert	70	1.733
scared	42	1.733
korean	50	1.731
seoul	37	1.729
respiratory	40	1.726
charge	95	1.722
plague	37	1.722
biden	38	1.722
anyone	139	1.721
cancel	40	1.720
censorship	36	1.720
canceled	36	1.718
telling	63	1.715
globally	42	1.712
hundreds	67	1.710
africa	85	1.706
warned	45	1.705
daily	114	1.705
funding	94	1.704
fatalities	34	1.702
doing	184	1.701
frontline	34	1.701
bans	34	1.700
about	1315	1.700
scary	39	1.698
dying	46	1.697
pelosi	33	1.693
dr.	126	1.689
how	803	1.682
going	330	1.682
kills	38	1.682
asking	68	1.680
journalist	43	1.678
streets	59	1.677
shanghai	37	1.674
socialism	36	1.674
shows	144	1.671
here	504	1.670
prepare	61	1.667
let	208	1.664
thinks	50	1.664
efforts	97	1.662
postponed	33	1.660
imagine	64	1.659
illness	49	1.658
airlines	40	1.658
avoid	89	1.657
asian	53	1.656
incompetence	31	1.654
infect	31	1.653
calls	82	1.652
has	1831	1.648
outside	140	1.644
restrictions	47	1.639
n95	29	1.638
billion	86	1.634
protest	45	1.631
bbc	46	1.629
contagious	30	1.628
admin	35	1.628
pompeo	29	1.625
lie	49	1.625
billions	35	1.624
lagos	30	1.621
rampal	28	1.621
exposed	51	1.620
carrie	31	1.620
quarantines	28	1.619
announces	35	1.619
police	143	1.618
market	223	1.615
potus	28	1.614
lam	29	1.612
concert	48	1.612
refuses	33	1.612
wear	61	1.612
negative	70	1.612
drug	82	1.610
help	378	1.609
hit	104	1.608
msm	29	1.607
american	224	1.605
reminder	35	1.601
overseas	42	1.600
journalists	39	1.600
live	183	1.598
residents	73	1.593
precautions	30	1.592
beer	48	1.589
protesters	33	1.589
hell	53	1.586
washing	35	1.585
hey	47	1.585
cities	72	1.585
airborne	30	1.584
massive	58	1.579
folks	48	1.578
protests	37	1.577
wh	27	1.573
authoritarian	28	1.571
handling	47	1.570
xinjiang	27	1.570
gdp	34	1.569
rate	125	1.569
hysteria	27	1.569
nation	71	1.568
donating	28	1.568
ill	41	1.567
asia	57	1.566
no	852	1.565
treat	54	1.563
influenza	29	1.563
medics	26	1.563
control	225	1.563
evil	57	1.562
danger	45	1.561
crazy	44	1.559
politics	63	1.559
biggest	63	1.558
save	91	1.558
omg	27	1.557
contracted	30	1.557
preparedness	28	1.553
tomorrow	45	1.552
irresponsible	27	1.552
wow	38	1.552
weibo	25	1.550
leaked	28	1.548
do	1203	1.547
reportedly	35	1.546
vaccines	30	1.545
wake	41	1.544
wall	89	1.543
humans	53	1.542
maharaj	25	1.542
hits	45	1.542
continues	70	1.538
tokyo	33	1.532
know	425	1.531
ago	133	1.530
joke	33	1.529
supply	84	1.528
re-election	26	1.528
shortage	30	1.527
worry	46	1.527
vietnam	39	1.527
corrupt	31	1.527
guess	61	1.526
asians	25	1.525
containment	26	1.525
world''s	57	1.525
advice	75	1.524
evacuation	27	1.524
damn	34	1.519
stocks	36	1.519
bts	24	1.518
wrong	92	1.517
treating	34	1.517
seafood	28	1.515
