Item	Frequency	Score
covid vaccine	745	459.285
delta variant	682	447.511
covid case	693	408.885
covid as weapon	391	257.229
covid-19 vaccine	543	245.613
covid death	346	219.289
vaccinated people	326	211.630
long covid	216	141.460
covid patient	221	136.702
mask mandate	224	132.917
covid restriction	195	118.383
covid-19 case	342	117.549
unvaccinated people	169	110.114
covid test	173	107.838
covid-19 vaccination	168	107.779
vaccine passport	156	103.041
covid vaccination	156	102.658
military dictatorship	199	90.064
coronavirus case	205	89.082
vaccination rate	152	84.723
third wave	161	81.031
new case	359	76.477
wuhan lab	108	71.234
wearing mask	146	70.642
boris johnson	194	70.224
freedom day	110	70.125
pcr test	116	68.878
covid infection	106	68.585
social distancing	341	60.975
new coronavirus	116	59.640
vaccine dose	97	59.628
new coronavirus case	93	57.473
covid passport	86	57.328
covid outbreak	87	56.694
global pandemic	130	55.331
covid-19 patient	114	53.360
dose1 capacity	78	52.115
dose2 capacity	78	52.115
min age limit	78	52.106
herd immunity	96	51.888
covid-19 death	89	51.775
covid pandemic	86	51.184
second dose	88	50.995
daily case	81	50.231
coronavirus vaccine	86	49.038
vaccine rollout	74	48.851
covid jab	72	48.132
vaccination status	75	47.635
covid variant	71	47.525
covid shot	71	47.500
positivity rate	82	47.473
biden administration	78	45.679
natural immunity	74	45.635
vaccine mandate	67	44.055
covid response	67	43.805
president biden	65	42.792
pin code	78	42.749
covid protocol	65	42.729
corona virus	78	42.670
breakthrough infection	63	42.096
cases today	65	41.968
covid misinformation	61	40.938
new death	71	40.928
new variant	73	40.666
covid relief	62	40.623
super spreader	61	40.298
covid-19 infection	77	40.106
scott morrison	67	39.763
one-day increase	59	39.484
sac terrorist	58	39.008
active case	77	38.228
covid rule	57	37.879
breakthrough case	56	37.618
start of the pandemic	60	36.828
social distance	80	36.648
covid crisis	59	36.387
covid surge	54	36.193
covid situation	55	36.044
pmc p	53	35.732
gain of function	54	35.350
pandemic response	58	35.069
healthcare worker	93	34.826
booster shot	54	34.076
first dose	64	33.981
covid-19 outbreak	77	33.578
ron desantis	50	33.069
face mask	121	32.244
covid-19 pandemic	253	32.086
junta terrorist	47	31.800
killing people	72	31.374
stay home	52	31.169
covid symptom	47	31.148
kanwar yatra	46	31.077
