Item	Frequency	Score
omicron variant	933	564.245
vaccine mandate	824	488.997
vaccine passport	765	461.978
covid test	551	314.581
covid vaccine	508	288.854
covid case	494	268.817
covid death	339	198.020
new variant	356	179.783
omicron case	289	175.467
covid-19 vaccine	350	146.122
natural immunity	234	131.174
booster shot	214	121.921
covid patient	212	120.913
rapid test	220	116.706
covid restriction	196	109.684
vaccinated people	182	109.321
mask mandate	183	100.256
pcr test	166	90.517
long covid	148	89.656
covid rule	147	88.633
boris johnson	264	87.895
covid-19 case	253	80.275
covid protocol	134	80.266
covid testing	134	79.050
covid variant	126	77.062
delta variant	116	70.962
covid booster	114	69.819
unvaccinated people	115	69.395
covid passport	111	67.975
covid vaccination	104	63.431
covid outbreak	103	61.744
covid infection	99	59.146
christmas party	162	57.333
covid-19 vaccination	96	57.196
omicron wave	89	54.729
case of omicron	89	54.727
vaccine dose	96	54.446
antigen test	97	54.320
mild symptom	98	51.932
president biden	85	51.349
pfizer vaccine	84	50.150
omicron spread	81	49.899
booster dose	86	49.870
n95 mask	89	49.556
new case	245	48.201
healthcare worker	139	47.739
coronavirus case	118	47.546
omicron infection	75	46.277
travel ban	112	43.900
new omicron	71	43.847
covid shot	71	43.837
covid-19 booster	70	43.252
getting covid	69	42.593
global pandemic	108	42.496
stay home	77	42.195
covid policy	68	41.846
omicron surge	67	41.447
vaccine card	67	41.402
joe biden	146	40.756
herd immunity	81	40.512
vaccination rate	78	40.495
rapid antigen	66	39.735
common cold	95	39.642
downing street	106	38.846
covid-19 list	64	38.441
covid pass	62	38.392
biden administration	70	37.916
booster jab	61	37.747
vaccine booster	61	37.553
lockdown rule	62	37.037
corona virus	73	36.901
negative test	68	36.117
covid-19 test	73	35.614
new coronavirus	73	34.901
third dose	58	34.772
covid jab	55	34.167
new coronavirus case	59	33.975
big pharma	84	33.954
nhs staff	70	33.702
social distancing	203	33.562
wearing mask	74	33.374
mrna vaccine	55	33.255
rapid antigen test	54	33.002
start of the pandemic	58	32.896
testing site	67	32.842
positivity rate	61	32.806
covid measure	53	32.747
positive test	81	32.737
covid pandemic	59	32.677
booster vaccine	53	32.575
joe rogan	55	32.557
pandemic response	58	32.377
breakthrough case	51	31.721
vaccination status	53	31.342
vaccine requirement	51	31.225
severe disease	62	31.020
vaccine status	50	31.001
covid-19 death	57	30.905
omicron death	49	30.580
lateral flow	52	30.304
case of the omicron	48	29.977
covid surge	48	29.817
deadly pandemic	49	29.733
flow test	49	28.892
coronavirus variant	46	28.759
covid wave	46	28.663
new death	53	28.414
covid mandate	45	28.156
new covid	45	28.077
plan b	80	28.026
covid symptom	45	27.588
ron desantis	45	27.585
online exam	51	27.533
severe illness	56	27.478
covid situation	45	27.407
cloth mask	47	27.310
vaccine rollout	44	27.205
spread of omicron	43	26.959
covid list	43	26.775
tory mp	55	26.693
lateral flow test	43	26.666
covid-19 infection	55	26.657
second dose	49	26.581
vaccine shot	43	26.571
vaccine clinic	43	26.427
covid relief	43	26.307
covid response	43	26.298
offline exam	42	26.279
covid number	42	26.080
new omicron variant	41	25.751
इन पर	41	25.751
