Item	Frequency	Score
covid vaccine	541	527.768
vaccine mandate	353	360.195
omicron variant	317	329.811
covid-19 vaccine	444	317.682
covid death	291	291.604
new variant	319	276.347
covid case	253	236.657
covid variant	200	208.442
vaccine passport	159	165.621
covid-19 vaccination	155	156.949
covid test	159	156.448
booster shot	134	131.101
covid patient	125	122.483
natural immunity	126	121.428
unvaccinated people	110	113.415
aaron rodgers	133	111.712
long covid	94	97.750
covid vaccination	93	96.926
coronavirus variant	91	95.355
covid passport	90	94.305
mask mandate	99	93.253
covid booster	88	92.277
vaccinated people	88	90.988
covid shot	83	87.042
covid restriction	85	81.964
new coronavirus	93	75.475
vaccination rate	84	74.214
covid-19 variant	68	71.507
travel ban	106	70.986
covid jab	66	69.385
covid-19 case	121	66.058
covid infection	61	62.560
pcr test	62	58.408
new coronavirus variant	55	58.047
covid-19 booster	55	58.041
covid protocol	55	56.895
covid mandate	53	55.954
biden administration	59	54.517
boris johnson	94	53.985
delta variant	50	52.814
covid pass	50	52.811
global pandemic	78	52.580
vaccine dose	53	51.694
president biden	47	48.834
new covid	46	48.560
spike protein	49	48.377
new omicron	45	47.660
covid response	46	47.519
vaccine booster	45	47.333
corona virus	54	46.679
new case	136	45.987
covid vax	43	45.596
variant of concern	43	45.593
new death	50	45.522
start of the pandemic	47	45.443
covid-19 death	49	45.232
booster dose	45	44.931
big bird	51	44.443
wearing mask	57	43.933
new covid variant	41	43.528
coronavirus case	62	42.988
covid wave	40	42.332
hp inc	40	42.000
covid pandemic	44	41.620
vaccine for kids	39	41.413
booster jab	39	41.368
covid lockdown	38	39.282
excess death	41	39.215
covid rule	37	38.892
social distancing	137	38.874
first dose	46	38.549
case of omicron	36	38.340
covid relief	36	37.414
covid rate	35	37.153
travel restriction	52	36.523
vaccine for children	35	36.426
mrna vaccine	35	36.270
covid vaccine mandate	34	36.265
pandemic bill	34	36.255
joe biden	75	36.026
coronavirus vaccine	39	35.441
healthcare worker	57	33.802
vaccine trial	37	33.604
vaccination status	33	33.463
big pharma	48	33.348
getting covid	31	33.107
nhs staff	40	33.103
covid policy	31	32.994
post covid	31	32.802
rapid test	35	32.535
covid-19 vaccine mandate	30	32.108
covid testing	31	32.003
covid outbreak	30	31.388
pfizer vaccine	30	31.148
health measure	37	30.951
active case	39	30.794
covid number	29	30.757
pre-pandemic level	30	30.684
deadly pandemic	29	30.219
mandatory vaccination	30	30.119
case rate	30	30.040
covid contract	28	30.031
mask wear	30	29.960
covid treatment	28	29.897
covid-19 infection	36	29.882
public health measure	32	29.849
jen psaki	28	29.819
covid measure	28	29.816
joe rogan	29	29.585
real pandemic	27	28.892
wuhan lab	27	28.788
herd immunity	33	28.602
