Item	Frequency	Score
corona virus	700	12.207
social distancing	378	7.052
coronavirus outbreak	275	5.403
president trump	198	4.170
new case	194	4.106
coronavirus case	184	3.946
public health	173	3.770
ðÿ ̃	162	3.594
confirmed case	143	3.289
south korea	128	3.049
case of coronavirus	108	2.729
american people	104	2.665
united states	102	2.633
test kit	101	2.617
health care	100	2.601
global pandemic	88	2.409
white house	88	2.409
coronavirus pandemic	83	2.329
trump administration	82	2.313
health official	81	2.297
novel coronavirus	81	2.297
coronavirus test	79	2.265
hand sanitizer	78	2.249
press conference	78	2.249
donald trump	77	2.233
coronavirus response	76	2.217
chinese virus	76	2.217
coronavirus death	76	2.217
death toll	76	2.217
coronavirus patient	73	2.169
stock market	72	2.153
coronavirus crisis	72	2.153
many people	72	2.153
coronavirus testing	71	2.137
washington state	71	2.137
last week	69	2.105
first case	69	2.105
new york	68	2.089
cruise ship	65	2.041
ï ̧	64	2.025
stay home	61	1.977
sick leave	60	1.961
toilet paper	59	1.945
president @realdonaldtrump	59	1.945
covid-19 case	58	1.929
new coronavirus	58	1.929
other country	56	1.897
spread of coronavirus	53	1.849
last night	53	1.849
front line	52	1.833
nursing home	50	1.800
testing kit	50	1.800
infectious disease	50	1.800
n95 mask	50	1.800
fake news	50	1.800
coronavirus vaccine	48	1.768
federal government	47	1.752
healthcare worker	47	1.752
task force	46	1.736
china virus	46	1.736
case of #coronavirus	46	1.736
joe biden	45	1.720
medical supply	45	1.720
death rate	45	1.720
pandemic response	44	1.704
health crisis	44	1.704
mortality rate	44	1.704
social medium	43	1.688
coronavirus spread	42	1.672
good news	42	1.672
supply chain	41	1.656
travel ban	41	1.656
hong kong	41	1.656
dr. fauci	40	1.640
first time	40	1.640
face mask	40	1.640
coronavirus update	40	1.640
health emergency	39	1.624
trump supporter	39	1.624
breaking news	39	1.624
covid-19 outbreak	38	1.608
world health organization	38	1.608
virus outbreak	38	1.608
positive case	38	1.608
à ̧	37	1.592
loved one	37	1.592
protective gear	37	1.592
health worker	36	1.576
total number	36	1.576
coronavirus fear	35	1.560
boris johnson	35	1.560
new case of coronavirus	35	1.560
immune system	34	1.544
paid sick leave	33	1.528
response team	33	1.528
covid-19 pandemic	33	1.528
travel restriction	33	1.528
few day	33	1.528
wuhan virus	33	1.528
medical staff	32	1.512
first coronavirus	32	1.512
panic buying	31	1.496
lot of people	30	1.480
coronavirus bill	30	1.480
coronavirus relief	30	1.480
care worker	29	1.464
coronavirus concern	29	1.464
coronavirus briefing	29	1.464
swine flu	29	1.464
coronavirus task force	29	1.464
healthcare system	28	1.448
spread of #coronavirus	28	1.448
fox news	28	1.448
prime minister	28	1.448
same time	28	1.448
health care worker	28	1.448
case of #covid19	28	1.448
intensive care	27	1.432
health insurance	27	1.432
few week	27	1.432
protective equipment	27	1.432
health expert	27	1.432
spread of the coronavirus	26	1.416
new #coronavirus	26	1.416
new death	26	1.416
nancy pelosi	26	1.416
last year	26	1.416
health system	26	1.416
happy birthday	26	1.416
covid-19 test	26	1.416
disease control	26	1.416
test result	25	1.400
public health emergency	25	1.400
mike pence	25	1.400
close contact	25	1.400
right thing	25	1.400
health minister	25	1.400
chinese government	25	1.400
novel #coronavirus	25	1.400
rest of the world	25	1.400
social distance	25	1.400
total case	25	1.400
coronavirus infection	25	1.400
small business	25	1.400
pandemic response team	24	1.384
whole world	24	1.384
communist party	24	1.384
public health crisis	24	1.384
next week	24	1.384
fatality rate	24	1.384
common cold	23	1.368
new york city	23	1.368
human right	23	1.368
long time	23	1.368
climate change	23	1.368
shaking hand	23	1.368
coronavirus disease	23	1.368
first death	23	1.368
live update	23	1.368
staying home	23	1.368
covid-19 patient	22	1.352
coronavirus panic	22	1.352
number of people	22	1.352
state of emergency	22	1.352
grocery store	22	1.352
medical expert	22	1.352
covid-19 virus	22	1.352
high risk	22	1.352
fact check	22	1.352
reported case	22	1.352
number of cases	22	1.352
other people	22	1.352
san francisco	22	1.352
young people	22	1.352
national emergency	21	1.336
first responder	21	1.336
medical professional	21	1.336
interest rate	21	1.336
self quarantine	21	1.336
tom hanks	21	1.336
coronavirus task	21	1.336
health condition	21	1.336
spread of #covid19	21	1.336
spanish flu	20	1.320
good morning	20	1.320
trump admin	20	1.320
first case of coronavirus	20	1.320
number of coronavirus	20	1.320
spread of the virus	20	1.320
surgical mask	20	1.320
covid-19 testing	19	1.304
only way	19	1.304
corona beer	19	1.304
sick people	19	1.304
hospital bed	19	1.304
flu vaccine	19	1.304
self isolate	19	1.304
conspiracy theory	18	1.288
press briefing	18	1.288
coronavirus quarantine	18	1.288
covid-19 crisis	18	1.288
national security	18	1.288
covid-19 coronavirus	18	1.288
coronavirus situation	18	1.288
great job	18	1.288
enough test	18	1.288
common sense	18	1.288
personal protective equipment	18	1.288
panic buy	18	1.288
underlying health	18	1.288
spring break	17	1.272
economic impact	17	1.272
trump rally	17	1.272
sick pay	17	1.272
federal reserve	17	1.272
global health	17	1.272
community spread	17	1.272
last month	17	1.272
spreading coronavirus	17	1.272
relief package	17	1.272
health department	16	1.256
thousand of people	16	1.256
seasonal flu	16	1.256
seattle area	16	1.256
chinese coronavirus	16	1.256
bernie sanders	16	1.256
bbc news	16	1.256
health issue	16	1.256
global economy	16	1.256
staff member	16	1.256
us death	16	1.256
us coronavirus	16	1.256
coronavirus test kit	16	1.256
new coronavirus case	16	1.256
deadly virus	16	1.256
number of deaths	16	1.256
vp pence	16	1.256
unemployment insurance	16	1.256
coronavirus threat	16	1.256
hand washing	16	1.256
southern border	16	1.256
king county	16	1.256
white people	16	1.256
self isolation	15	1.240
clinical trial	15	1.240
new hoax	15	1.240
good job	15	1.240
coronavirus death toll	15	1.240
dr. anthony fauci	15	1.240
care system	15	1.240
coronavirus treatment	15	1.240
big deal	15	1.240
relief fund	15	1.240
