Item	Frequency	Score
social distancing	936	6.783
public health	365	3.255
new case	361	3.230
covid death	332	3.051
covid-19 case	325	3.008
covid-19 pandemic	323	2.996
covid case	305	2.884
coronavirus pandemic	286	2.767
donald trump	280	2.730
global pandemic	276	2.705
coronavirus case	274	2.693
covid test	246	2.520
joe biden	244	2.507
health care	241	2.489
united states	213	2.316
american people	212	2.310
president trump	210	2.297
herd immunity	202	2.248
coronavirus vaccine	200	2.236
corona virus	197	2.217
covid-19 vaccine	192	2.186
second wave	190	2.174
young people	190	2.174
middle of a pandemic	186	2.149
face mask	175	2.081
last week	175	2.081
mental health	171	2.056
white house	165	2.019
death toll	164	2.013
nursing home	161	1.995
covid-19 death	154	1.951
coronavirus death	153	1.945
social distance	151	1.933
active case	148	1.914
wearing mask	146	1.902
many people	139	1.859
climate change	136	1.840
trump administration	129	1.797
covid patient	128	1.791
boris johnson	128	1.791
covid vaccine	128	1.791
covid-19 test	124	1.766
small business	118	1.729
first time	117	1.723
task force	112	1.692
loved one	111	1.686
china virus	111	1.686
last night	111	1.686
new coronavirus	110	1.680
death rate	110	1.680
dr. fauci	105	1.649
other country	102	1.630
covid relief	102	1.630
social medium	100	1.618
bob woodward	98	1.605
infection rate	97	1.599
pandemic response	96	1.593
pre-existing condition	89	1.550
new york	86	1.531
care home	84	1.519
positive case	82	1.507
blood component	82	1.507
need #blood type	78	1.482
need #blood	78	1.482
conspiracy theory	78	1.482
election day	77	1.476
family member	76	1.470
positive test	75	1.463
last year	73	1.451
vaccine trial	72	1.445
covid restriction	72	1.445
test result	71	1.439
nancy pelosi	71	1.439
second lockdown	71	1.439
american life	71	1.439
few day	71	1.439
next week	70	1.432
covid response	69	1.426
confirmed case	69	1.426
long term	68	1.420
healthcare worker	68	1.420
covid testing	68	1.420
relief bill	68	1.420
federal government	67	1.414
few week	66	1.408
mask mandate	65	1.402
blue state	65	1.402
covid-19 testing	65	1.402
covid-19 patient	65	1.402
good news	64	1.395
deadly pandemic	64	1.395
national lockdown	64	1.395
health expert	64	1.395
health official	63	1.389
corona case	62	1.383
new study	62	1.383
chinese virologist	61	1.377
contact tracing	61	1.377
new coronavirus case	61	1.377
last month	61	1.377
trump supporter	61	1.377
infectious disease	60	1.371
covid crisis	60	1.371
other people	60	1.371
coronavirus relief	60	1.371
total case	59	1.365
job loss	59	1.365
covid-19 crisis	59	1.365
covid-19 restriction	59	1.365
coronavirus test	59	1.365
cdc report	59	1.365
coronavirus response	59	1.365
covid pandemic	59	1.365
stay home	58	1.358
high risk	58	1.358
ve #covid19	57	1.352
ve #covid19 recovered patient	57	1.352
next year	57	1.352
र ी	57	1.352
single day	57	1.352
clinical trial	56	1.346
new death	56	1.346
covid number	55	1.340
lot of people	55	1.340
supreme court	55	1.340
र ो	55	1.340
college student	55	1.340
covid-19 outbreak	55	1.340
cdc director	55	1.340
same time	55	1.340
coronavirus outbreak	55	1.340
health insurance	54	1.334
