Item	Frequency	Score
covid	19556	2198.124
vaccinate	4049	624.825
ðÿ	1089	623.295
unvaccinated	1175	545.762
desantis	761	316.817
vax	530	245.944
lockdown	2644	240.961
vaxxed	322	192.865
covid19	442	191.589
ivermectin	353	179.857
pandemic	5873	170.761
vaccine	6847	169.000
fauci	317	140.306
covid-19	6917	139.190
cdc	1683	130.121
icu	666	129.726
vaccination	1774	116.166
pfizer	487	104.877
hospitalization	666	104.345
anti-vaxxer	181	101.337
moderna	203	93.307
jab	519	92.198
mask	4492	88.172
hospitalize	467	76.269
corona	437	74.914
biden	1101	72.187
anti-vax	115	67.240
wuhan	236	63.572
ppl	295	62.947
anti-lockdown	103	62.265
retweet	159	62.122
unvaxxed	100	61.718
maskless	102	60.689
sars-cov-2	174	59.150
n95	131	58.775
regeneron	106	58.150
ventilator	248	57.226
covishield	91	56.017
nug	95	55.236
anti-mask	91	54.932
floridian	146	54.646
dose2	87	53.838
dose1	87	53.821
misinformation	299	53.205
coronavirus	1179	52.881
delta	1313	49.436
dewormer	82	48.391
booster	492	48.219
breaking	399	48.176
govt	361	47.991
vaxed	74	45.837
gladys	165	44.230
distancing	318	43.729
vaxx	69	42.844
abbott	376	42.389
variant	1330	42.045
berejiklian	73	40.549
mandate	1462	40.119
quarantine	387	37.917
eviction	266	36.674
gov	192	36.307
immunocompromised	76	36.187
moratorium	201	35.936
myocarditis	65	35.318
à	221	35.210
anti-vaccine	62	33.832
disinformation	144	33.649
âtm	53	32.438
non-covid	53	32.156
sturgis	74	31.616
monoclonal	111	30.988
post-pandemic	57	30.845
unmask	106	30.818
maga	69	30.601
pre-pandemic	56	30.354
âœ	49	30.186
intubate	56	30.106
icus	56	29.964
junta	113	29.660
immunity	451	29.377
surge	683	29.057
ï	148	28.517
pfizer-biontech	46	28.501
deathsantis	44	27.731
gqp	44	27.679
superspreader	45	27.577
rsv	68	27.154
nsw	610	26.519
flu	476	26.417
outbreak	674	26.070
virus	1604	26.044
spreader	73	25.627
positivity	106	25.619
epidemiologist	75	25.273
anti-masker	40	25.126
antivaxxer	40	25.054
contagious	135	24.834
cases	79	24.715
hospitalisation	57	24.426
rt	286	24.374
mrna	144	24.275
infect	422	24.224
pre-covid	43	24.109
jandj	38	24.076
anti-vaxx	38	23.813
cuomo	117	23.711
hesitancy	50	23.603
covid-positive	38	23.516
astrazeneca	64	23.481
psaki	39	23.138
ð	45	23.122
yall	53	22.717
antivax	35	21.976
asymptomatic	83	21.881
lollapalooza	40	21.678
unvaxed	33	21.018
covid-related	37	20.953
vaxxer	33	20.950
xiumin	33	20.923
pcr	145	20.724
preventable	93	20.461
passport	419	20.435
covidiot	32	20.354
trudeau	104	20.206
lockdowns	32	19.974
denier	73	19.899
transmissible	40	19.840
fda	462	19.790
ðÿtm	31	19.661
smh	44	19.612
icymi	33	19.521
rand	191	19.516
hosp	40	19.463
ม	31	18.784
texans	103	18.730
polio	95	18.599
gop	306	18.491
antibody	341	18.423
hcq	30	18.068
hydroxychloroquine	35	18.065
ðÿš	28	18.001
curfew	80	17.953
virologist	34	17.933
walensky	28	17.866
covaxin	28	17.809
dose	844	17.661
anti-science	34	17.615
lmao	45	17.573
c19	31	17.476
berenson	32	17.333
siti	32	17.329
anti-covid	27	17.251
post-covid	31	17.156
hospitalise	42	17.122
newsom	54	17.090
politicize	45	16.979
eua	31	16.951
presser	38	16.878
งหา	26	16.796
mcallen	34	16.620
mutate	89	16.571
virology	42	16.566
lnp	35	16.396
remdesivir	29	16.379
moron	83	16.334
biontech	28	16.299
exo	37	16.273
florida	1540	16.190
wilcannia	26	16.111
doh	50	16.001
self-isolate	31	15.995
bullshit	120	15.973
hoax	104	15.915
deworming	29	15.766
pcmc	25	15.652
âƒ	24	15.580
vaers	26	15.563
ardern	35	15.510
defund	37	15.447
infected	195	15.403
broward	52	15.288
single-day	29	15.267
ðÿ1	23	14.967
tracing	54	14.967
mongering	32	14.939
anti	168	14.929
reinfection	26	14.878
wtf	69	14.785
sinovac	23	14.651
jacinda	29	14.599
sick	725	14.435
morrison	168	14.435
jcvi	23	14.428
jobkeeper	24	14.241
deadly	366	14.237
trumper	24	14.213
idk	42	14.109
farrel	23	14.098
super-spreader	22	14.033
shit	405	13.990
kenney	42	13.922
fuck	664	13.567
â	358	13.520
ffs	32	13.515
hinshaw	23	13.480
breakthrough	214	13.478
hcw	22	13.125
downplay	60	13.100
infection	892	13.009
sars	43	13.003
nyt	53	12.803
stupidity	77	12.584
kerala	115	12.560
oðÿ	19	12.536
zero-covid	19	12.535
ppe	55	12.531
indoors	120	12.513
âž	19	12.504
pediatric	176	12.490
š	22	12.445
œ	21	12.440
epidemic	205	12.396
gilead	35	12.387
axie	19	12.373
hysteria	59	12.320
asshole	81	12.266
murdoch	67	12.229
ivm	20	12.224
morgue	34	12.119
bernier	25	12.084
ndtv	24	12.062
ade	29	12.043
ron	348	12.036
tweet	374	11.971
heartbreaking	56	11.967
pro-covid	18	11.934
à1	18	11.917
albertan	22	11.851
clot	81	11.829
frontline	88	11.812
selfish	121	11.797
msm	64	11.737
noem	19	11.666
afghanistan	435	11.639
avoidable	38	11.620
pmc	49	11.589
insurrection	47	11.556
billionaire	94	11.556
mismanagement	43	11.553
confirmed	29	11.472
ucp	22	11.412
qanon	20	11.372
covid-22	17	11.327
ecmo	21	11.308
minseok	17	11.280
wear	2068	11.226
gaslighting	19	11.224
spread	1414	11.220
bts	36	11.171
taliban	152	11.148
pelosi	65	11.067
symptomatic	51	11.036
cullman	19	11.036
amid	239	10.953
wk	34	10.873
ì	17	10.865
coronaviruse	19	10.789
ðÿtmðÿ	16	10.718
hospital	2158	10.716
sop	41	10.695
freedumb	16	10.661
irresponsible	70	10.618
pharma	85	10.599
tyranny	78	10.591
sinopharm	16	10.558
aug	205	10.539
kn95	16	10.535
abt	38	10.500
mandalay	27	10.500
hazzard	21	10.482
precaution	125	10.430
tfg	18	10.405
rollout	53	10.360
क	19	10.292
pls	25	10.292
lambda	61	10.280
ducey	19	10.264
detrick	18	10.256
evict	54	10.195
cuz	57	10.183
idiot	160	10.117
appt	23	10.106
treatable	27	10.102
neet	21	10.076
ji	53	10.065
ल	17	9.988
gcash	15	9.961
anti-vaxer	15	9.958
ccp	44	9.904
lgas	16	9.880
restriction	544	9.865
stfu	17	9.837
ltc	27	9.837
pandemic-related	16	9.830
vacc	15	9.756
manchin	19	9.750
myanmar	106	9.745
tigrayan	15	9.691
boris	84	9.690
surging	24	9.629
potus	22	9.564
tyrannical	29	9.512
ðtm	14	9.506
covid-infected	14	9.484
pox	25	9.483
vaccine-resistant	14	9.482
mask-free	14	9.459
pneumonia	71	9.429
qanda	14	9.416
cnn	156	9.347
neg	21	9.315
fl	150	9.312
disgusting	65	9.296
omg	56	9.295
apley	14	9.251
die	2819	9.227
covax	14	9.224
p67	14	9.151
muharram	16	9.113
smallpox	36	9.101
floridians	14	9.098
wanna	125	9.082
albertans	16	9.063
kid	1760	9.008
seven-day	22	8.988
merdeka	15	8.969
dubbo	20	8.949
shameful	47	8.934
incompetence	44	8.899
infectious	142	8.890
shuib	13	8.881
dems	46	8.862
az	72	8.862
conspiracy	213	8.861
pl	91	8.824
ventilate	35	8.806
nak	15	8.743
sanitizer	28	8.724
lindsey	53	8.707
inoculation	25	8.654
scotus	21	8.651
qld	41	8.641
bro	59	8.634
modi	81	8.604
nigga	20	8.590
tbh	24	8.586
governor	726	8.566
death	2830	8.558
hochul	13	8.537
dumb	131	8.524
sunak	14	8.523
airborne	85	8.503
sac	58	8.493
pro-trump	15	8.477
mandatory	216	8.451
yr	107	8.429
bruh	13	8.415
jfc	14	8.405
