Item	Frequency	Score
social distancing	1095	7.307
coronavirus case	541	4.116
covid-19 case	479	3.759
new case	478	3.753
public health	418	3.408
coronavirus pandemic	332	2.912
face mask	331	2.907
covid case	321	2.849
covid-19 pandemic	320	2.843
global pandemic	291	2.676
united states	275	2.584
corona virus	270	2.555
covid death	251	2.446
donald trump	240	2.382
middle of a pandemic	226	2.302
wearing mask	222	2.279
nursing home	216	2.244
white house	211	2.215
trump administration	210	2.210
dr. fauci	209	2.204
social distance	200	2.152
death toll	192	2.106
new coronavirus	191	2.100
president trump	187	2.077
covid patient	187	2.077
death rate	187	2.077
coronavirus death	176	2.014
first time	176	2.014
other country	175	2.008
health care	169	1.973
many people	165	1.950
covid-19 death	165	1.950
new york	159	1.916
care home	143	1.824
covid-19 vaccine	143	1.824
covid test	142	1.818
last week	141	1.812
coronavirus vaccine	131	1.755
new coronavirus case	129	1.743
covid-19 patient	129	1.743
second wave	128	1.737
ðÿ ̃	127	1.732
china virus	126	1.726
young people	122	1.703
active case	121	1.697
herd immunity	119	1.685
american people	118	1.680
face covering	117	1.674
mental health	113	1.651
positive case	113	1.651
good news	112	1.645
boris johnson	108	1.622
loved one	106	1.611
social medium	106	1.611
health expert	106	1.611
health official	104	1.599
mask mandate	104	1.599
herman cain	103	1.593
coronavirus outbreak	103	1.593
small business	102	1.588
few month	102	1.588
stay home	98	1.564
unemployment benefit	96	1.553
pandemic situation	95	1.547
single day	94	1.541
family member	92	1.530
test result	90	1.518
new death	90	1.518
mask in public	90	1.518
covid-19 crisis	89	1.513
confirmed case	88	1.507
covid-19 test	88	1.507
other people	85	1.490
last night	83	1.478
final year	83	1.478
fucking mask	82	1.472
pandemic response	80	1.461
joe biden	79	1.455
federal government	77	1.444
covid-19 infection	77	1.444
relief bill	77	1.444
case of coronavirus	76	1.438
conspiracy theory	76	1.438
ten of thousands	75	1.432
next week	74	1.426
contact tracing	74	1.426
coronavirus testing	74	1.426
total case	74	1.426
covid-19 testing	74	1.426
health insurance	73	1.420
coronavirus crisis	73	1.420
total number	72	1.415
coronavirus infection	72	1.415
damn mask	71	1.409
covid crisis	71	1.409
south africa	71	1.409
infectious disease	71	1.409
mortality rate	70	1.403
positivity rate	69	1.397
healthcare worker	68	1.392
new zealand	68	1.392
few day	68	1.392
immune system	68	1.392
coronavirus relief	68	1.392
infection rate	67	1.386
icu bed	67	1.386
covid party	66	1.380
reopening school	66	1.380
world health organization	65	1.374
coronavirus patient	65	1.374
hong kong	65	1.374
lot of people	64	1.369
covid vaccine	64	1.369
