Item	Frequency	Score
covid	13176	82.959
pandemic	7368	41.009
covid-19	7065	36.325
vaccine	4498	26.127
coronavirus	2946	17.870
lockdown	2357	15.535
mask	2028	12.061
ðÿ	1490	10.673
deaths	1704	9.620
virus	1663	9.231
trump	1981	8.798
relief	1742	8.775
wear	1583	7.723
vaccines	1083	7.450
americans	1375	6.405
cases	2199	6.391
masks	885	6.217
christmas	1338	6.020
corona	763	5.815
stay	1662	5.568
covid19	606	4.917
distancing	611	4.767
tested	822	4.682
positive	1197	4.494
died	1245	4.478
spread	868	4.214
stimulus	539	4.192
pfizer	488	4.104
cdc	516	4.096
restrictions	618	4.020
bill	1177	3.944
workers	1025	3.899
breaking	585	3.700
biden	454	3.687
flu	465	3.659
uk	1101	3.554
safe	897	3.547
people	5983	3.518
strain	457	3.489
sick	537	3.481
mcconnell	389	3.443
please	1522	3.433
â	449	3.401
fuck	424	3.339
govt	376	3.328
icu	361	3.276
lockdowns	352	3.265
gop	392	3.264
hospitals	471	3.244
shit	423	3.234
hospital	820	3.220
variant	391	3.219
millions	526	3.215
vaccination	361	3.154
fucking	388	3.136
outbreak	378	3.112
vaccinated	326	3.055
via	929	3.033
republicans	404	3.000
today	1512	2.974
lives	850	2.965
everyone	954	2.938
thank	717	2.937
why	1870	2.931
die	524	2.931
tests	528	2.911
fauci	294	2.900
dying	377	2.895
doses	326	2.892
healthcare	476	2.870
health	2031	2.853
wearing	429	2.843
ca	1213	2.800
n''t	7931	2.796
ï	283	2.778
tier	318	2.766
checks	354	2.757
trump''s	320	2.728
due	1200	2.715
months	1031	2.699
congress	536	2.695
crisis	497	2.681
during	2539	2.666
death	950	2.618
infected	300	2.616
testing	554	2.607
stop	788	2.603
mitch	254	2.563
care	1331	2.549
china	687	2.547
wo	601	2.521
home	1989	2.519
getting	989	2.509
immunity	262	2.505
nhs	290	2.494
businesses	518	2.490
ppl	230	2.450
quarantine	238	2.447
yesterday	372	2.430
thread	353	2.429
get	3346	2.414
w	391	2.393
senate	365	2.388
news	995	2.385
vote	462	2.384
tweet	238	2.379
lost	723	2.360
worst	342	2.359
u	352	2.357
wuhan	213	2.354
patients	682	2.349
brexit	242	2.338
hoax	214	2.332
test	767	2.310
protect	461	2.305
spreading	246	2.303
unemployment	257	2.293
country	1079	2.291
struggling	267	2.291
infections	248	2.288
days	1217	2.280
government	1455	2.276
got	1228	2.274
deadly	241	2.264
amid	236	2.255
us	2947	2.254
surge	223	2.247
frontline	202	2.240
doctors	300	2.232
damn	242	2.226
gonna	254	2.224
shut	276	2.206
families	508	2.193
now	3142	2.191
dec	238	2.179
election	442	2.178
worse	335	2.156
florida	355	2.149
holiday	349	2.138
weeks	565	2.137
rt	194	2.133
million	889	2.129
vaccinations	180	2.122
let	947	2.117
symptoms	306	2.116
fight	437	2.115
tomorrow	265	2.112
rudy	179	2.111
holidays	233	2.099
toll	205	2.091
literally	256	2.088
nurse	235	2.078
retweet	166	2.072
says	1045	2.069
year	2255	2.069
lock	238	2.068
democrats	244	2.066
nurses	212	2.053
georgia	258	2.044
boris	172	2.030
thousands	349	2.028
hospitalizations	161	2.026
bc	224	2.024
wave	270	2.021
hope	618	2.021
moderna	158	2.020
emergency	345	2.018
politicians	226	2.016
response	558	2.014
wait	367	2.014
reminder	190	2.012
infection	238	2.011
going	1379	2.011
economy	420	2.007
epidemic	178	2.002
fake	207	2.002
just	3473	1.994
watch	459	1.988
giuliani	157	1.988
tonight	230	1.987
sad	230	1.984
do	5301	1.977
sars-cov-2	152	1.972
need	1892	1.968
loeffler	149	1.964
gatherings	162	1.956
pelosi	151	1.935
beds	192	1.930
stupid	205	1.922
forget	262	1.915
week	857	1.914
negative	312	1.909
risk	587	1.909
doctor	309	1.906
dead	383	1.897
we	8603	1.896
package	295	1.896
herd	155	1.885
fda	171	1.881
keep	884	1.880
rules	429	1.877
social	941	1.877
doing	707	1.870
schools	476	1.868
blame	190	1.862
travel	439	1.858
xmas	136	1.852
twitter	225	1.850
gov	137	1.850
update	333	1.849
merry	146	1.844
anyone	520	1.843
hospitalized	137	1.841
saying	426	1.833
money	780	1.830
seriously	234	1.830
aid	291	1.828
republican	229	1.827
officials	319	1.824
daily	427	1.821
president	744	1.815
dr.	474	1.814
go	1477	1.809
y	223	1.807
confirmed	236	1.805
rate	514	1.802
gov.	145	1.802
lol	177	1.802
protocols	157	1.800
pcr	132	1.799
america	483	1.798
pay	550	1.796
how	2939	1.794
because	2143	1.794
desantis	123	1.791
loved	272	1.790
dies	155	1.786
help	1450	1.784
dec.	160	1.782
perdue	122	1.782
no	3337	1.780
reported	422	1.777
vulnerable	185	1.775
donald	181	1.773
folks	202	1.766
numbers	389	1.761
cancelled	146	1.761
remember	436	1.757
staff	575	1.751
happy	387	1.748
billion	325	1.746
listen	236	1.739
voted	177	1.737
ass	153	1.737
restaurants	198	1.736
scientists	239	1.735
measures	280	1.731
december	502	1.729
jobs	315	1.728
hey	189	1.727
pass	337	1.723
citizens	251	1.720
hate	200	1.719
eviction	117	1.718
medical	555	1.715
wash	159	1.713
infectious	133	1.713
recovered	150	1.713
who	4380	1.711
save	356	1.708
my	4201	1.707
kids	349	1.707
rollout	114	1.706
survive	175	1.706
immune	158	1.704
elderly	147	1.702
governor	215	1.699
lying	162	1.699
selfish	121	1.696
here	1753	1.696
still	1466	1.695
mom	175	1.695
nothing	563	1.694
biontech	107	1.694
ppe	111	1.692
suffering	195	1.690
à	113	1.686
dems	112	1.683
know	1613	1.683
nursing	184	1.682
experts	239	1.680
countries	475	1.678
hit	377	1.675
eve	141	1.673
pfizer''s	104	1.672
refuse	141	1.671
pls	107	1.668
live	658	1.664
day	1584	1.664
precautions	114	1.662
bills	163	1.662
latest	349	1.660
friends	483	1.660
kill	226	1.658
our	3796	1.653
every	1152	1.653
nsw	133	1.651
recovery	225	1.650
trying	470	1.646
deserve	136	1.646
asymptomatic	102	1.641
losing	189	1.639
absolutely	215	1.639
essential	265	1.636
worried	148	1.636
sorry	204	1.634
want	1190	1.632
should	1919	1.632
imagine	212	1.628
middle	377	1.625
healthy	259	1.624
let''s	130	1.622
flights	139	1.618
fraud	151	1.617
paid	312	1.616
this	11567	1.615
vaccinate	96	1.615
ones	333	1.614
normal	313	1.613
soon	444	1.612
bad	446	1.610
failed	241	1.608
nation	253	1.608
lied	105	1.607
say	944	1.603
zero	182	1.602
follow	354	1.602
oh	284	1.602
telling	191	1.601
bipartisan	102	1.599
ban	149	1.599
fighting	209	1.599
misinformation	98	1.598
transmission	172	1.595
johnson	189	1.595
waiting	229	1.594
bullshit	100	1.593
take	1425	1.593
family	959	1.590
tweets	104	1.590
refusing	109	1.589
global	519	1.586
