Item	Frequency	Score
coronavirus	2402	38.528
pandemic	2390	36.259
lockdown	2021	34.941
covid-19	2331	32.659
covid	1313	23.171
deaths	880	13.183
trump	1084	12.778
distancing	648	11.938
corona	635	11.923
virus	801	11.844
covid19	405	8.119
ðÿ	383	7.759
cases	832	6.561
stay	705	6.348
masks	296	5.736
mask	296	5.299
govt	253	5.286
cummings	245	5.221
crisis	391	5.013
americans	360	4.744
cdc	225	4.680
vaccine	234	4.437
spread	336	4.401
breaking	264	4.365
china	470	4.336
outbreak	207	4.192
testing	355	4.120
trump''s	194	3.921
social	776	3.880
workers	373	3.863
tested	237	3.829
lives	383	3.529
quarantine	149	3.490
positive	329	3.487
nursing	200	3.473
death	480	3.459
fauci	137	3.407
via	387	3.377
died	321	3.286
â	157	3.276
wuhan	128	3.220
people	2009	3.219
home	946	3.204
response	359	3.197
during	1109	3.137
reopen	126	3.124
safe	281	3.098
flu	133	3.047
homes	223	3.044
rt	125	3.026
boris	121	3.008
patients	337	3.007
toll	132	2.987
please	479	2.982
dominic	117	2.982
amid	133	2.981
today	557	2.978
fight	249	2.974
reopening	115	2.954
rules	279	2.938
democrats	151	2.930
infected	128	2.893
why	671	2.865
lock	143	2.864
news	449	2.854
protect	222	2.839
economy	242	2.838
uk	312	2.838
u	166	2.820
weeks	288	2.784
everyone	327	2.765
president	445	2.757
wearing	148	2.713
ca	428	2.699
shit	118	2.661
ppe	96	2.650
cuomo	95	2.632
tests	170	2.630
relief	152	2.625
sick	135	2.625
india	248	2.608
stop	290	2.604
fake	116	2.603
epidemic	102	2.601
gov.	101	2.583
confirmed	148	2.575
thousands	177	2.560
dying	116	2.559
die	161	2.558
stay-at-home	89	2.549
fuck	105	2.538
country	445	2.534
wear	153	2.534
restrictions	122	2.529
donald	119	2.527
doctors	131	2.508
hospitals	121	2.507
hydroxychloroquine	85	2.495
health	646	2.494
thank	215	2.490
n''t	2585	2.484
dead	197	2.436
governor	137	2.424
retweet	81	2.423
fucking	97	2.416
hospital	210	2.396
obama	138	2.395
says	452	2.386
johnson	131	2.372
orders	138	2.361
due	375	2.353
now	1245	2.352
shut	112	2.352
tracing	83	2.347
protest	106	2.343
spreading	93	2.342
twitter	119	2.331
police	284	2.329
watch	207	2.324
w	138	2.324
millions	124	2.322
nation	159	2.316
protesting	78	2.294
government	531	2.259
us	1087	2.259
tweet	80	2.255
america	234	2.231
governors	78	2.230
chinese	174	2.230
vote	155	2.226
nhs	89	2.224
doing	320	2.224
care	416	2.206
ji	71	2.205
gop	79	2.204
ppl	70	2.196
ï	70	2.188
infection	100	2.185
hoax	70	2.181
handling	104	2.179
global	283	2.176
gov	69	2.171
curve	86	2.160
pm	167	2.158
let	356	2.157
worst	110	2.154
blame	89	2.143
media	303	2.136
guidelines	110	2.123
lockdowns	64	2.116
cure	82	2.116
infections	80	2.114
businesses	152	2.102
gonna	85	2.099
easing	66	2.095
protests	80	2.089
frontline	65	2.081
healthcare	111	2.076
saying	184	2.067
days	400	2.065
biden	68	2.054
risk	236	2.049
save	168	2.045
fighting	114	2.043
immunity	67	2.024
democrat	71	2.022
flatten	59	2.020
migrant	64	2.013
deadly	72	2.004
protesters	67	2.002
racism	71	2.001
worse	110	1.997
lost	216	1.994
live	301	1.992
dems	59	1.990
tomorrow	88	1.982
unemployment	74	1.981
happening	93	1.977
total	233	1.977
literally	86	1.975
tonight	83	1.964
measures	124	1.958
going	491	1.953
face	244	1.947
recovered	70	1.940
we	3238	1.939
follow	169	1.934
symptoms	98	1.933
nurses	70	1.932
how	1168	1.931
experts	109	1.925
delhi	71	1.921
yesterday	96	1.917
white	279	1.916
modi	56	1.909
numbers	159	1.902
elderly	67	1.900
test	222	1.900
folks	84	1.897
ago	221	1.896
recovery	103	1.890
mcconnell	53	1.890
daily	165	1.888
jail	69	1.883
just	1199	1.877
telling	92	1.876
gates	68	1.876
dr.	182	1.873
dangerous	94	1.871
voting	78	1.867
no	1290	1.867
anyone	194	1.863
wave	87	1.861
china''s	66	1.861
nyc	58	1.859
vulnerable	73	1.846
wants	127	1.844
failed	110	1.844
sir	95	1.842
week	301	1.841
do	1810	1.839
damn	63	1.829
icu	49	1.827
minister	145	1.826
reminder	58	1.823
fear	113	1.823
go	548	1.823
republicans	68	1.822
lying	68	1.821
citizens	101	1.820
calling	102	1.820
cnn	55	1.819
riots	51	1.817
racist	57	1.815
months	236	1.812
wo	143	1.812
nothing	225	1.809
families	144	1.807
y	81	1.794
down	542	1.770
stupid	65	1.770
isolation	56	1.766
imagine	89	1.761
ny	65	1.759
reported	153	1.758
rate	183	1.758
incompetence	45	1.758
dear	74	1.756
र	43	1.754
remember	160	1.753
wanna	50	1.752
bjp	48	1.752
weekend	100	1.751
mail	83	1.750
ventilators	43	1.748
killed	114	1.747
wh	44	1.747
middle	153	1.744
update	112	1.741
kill	90	1.739
pelosi	44	1.735
forget	82	1.735
absolutely	87	1.734
officials	108	1.726
keep	293	1.722
eid	42	1.721
house	338	1.717
à	43	1.711
say	374	1.709
highest	103	1.708
government''s	60	1.706
normal	125	1.705
essential	104	1.705
conspiracy	52	1.703
michigan	73	1.702
maharashtra	43	1.702
donate	49	1.700
lied	44	1.697
listen	83	1.692
affected	86	1.691
bad	175	1.690
million	247	1.685
against	433	1.685
latest	131	1.683
lab	72	1.681
vaccines	46	1.680
taking	207	1.680
jobs	111	1.679
midst	48	1.677
trying	177	1.675
till	67	1.670
spike	48	1.667
n95	38	1.665
getting	222	1.662
help	493	1.662
hong	59	1.660
lies	74	1.659
want	446	1.659
states	312	1.658
dr	79	1.657
video	212	1.654
communist	54	1.654
updates	68	1.651
get	823	1.649
our	1392	1.648
join	117	1.646
admin	45	1.643
pence	39	1.643
wrong	130	1.642
did	710	1.641
economic	176	1.640
here	621	1.638
murder	68	1.638
continue	181	1.636
resign	40	1.634
emergency	92	1.634
ignored	52	1.633
arrest	54	1.630
doctor	89	1.630
this	4293	1.629
wow	53	1.629
pls	37	1.627
coming	172	1.626
need	565	1.626
thread	68	1.623
medical	190	1.622
who	1524	1.621
shutdown	40	1.620
locked	51	1.618
know	568	1.617
msm	37	1.616
excuse	48	1.615
wait	97	1.614
hey	61	1.611
ccp	36	1.610
ass	48	1.609
whitmer	35	1.609
bill	143	1.608
wake	56	1.607
