Item	Frequency	Score
china	8220	1.0408112715820141
coronavirus	2068	1.2029400307200686
wuhan	1317	0.5025642038683265
chinese	1102	0.41111835701575833
trump	764	0.2947803782366785
cdc	760	0.3244356026136389
people	684	0.5569279351008941
covid-19	533	0.17111460044377705
america	473	0.274152737294124
japan	430	0.301365736383817
americans	415	0.24744971840622032
democrats	408	0.15808049665714505
u.s.	394	0.47085882240005705
iran	382	0.2663516724796348
india	319	0.29540162698909084
korea	299	0.21685520467032063
american	260	0.2515442261057563
russia	260	0.23199182224387982
italy	219	0.17043668576773713
millions	215	0.22519275249693993
beijing	194	0.23396512538440875
pakistan	179	0.2112357244956044
singapore	157	0.23563627551334107
corona	155	0.3256181186582645
washington	154	0.1377205619466877
california	148	0.16553171053824023
ccp	141	0.22507430406243412
taiwan	130	0.19434059839229254
nigeria	130	0.12348283167270044
cases	113	0.5120121599244349
thousands	107	0.18983163305767803
masks	105	0.3103138261557782
usa	105	0.2312695449997814
africa	101	0.1554026639995074
europe	99	0.17538226604215243
hubei	98	0.21644026358107896
quarantine	98	0.31929726187404994
charge	98	0.11861241504665511
health	93	0.3076548600812523
hundreds	92	0.1673257278991223
ukraine	91	0.1542033011561819
mexico	91	0.11030172610190712
work	90	0.23898772157427053
canada	90	0.16914408747752846
virus	87	0.5374629068986733
seoul	85	0.1241943581915707
asia	83	0.20944473020332452
indonesia	83	0.17604576912661468
control	80	0.2709278487976394
risk	79	0.23122053571024065
australia	78	0.17258130460465035
thailand	78	0.18768179459067436
malaysia	78	0.1620221649875297
patients	77	0.30637735895536633
congress	77	0.13856632972946797
god	75	0.18629342252938547
indiana	75	0.060161613457434114
things	73	0.2012338076819308
deaths	71	0.3612165543665671
hands	71	0.15802345955203037
fear	70	0.22356677276634876
muslims	70	0.16078774797039083
second	70	0.18270811062845133
death	68	0.3619508455968098
xinjiang	66	0.16363285911361455
home	65	0.2438939388925211
science	64	0.16548000390582118
pence	64	0.05155141535330394
indian	63	0.1546605483056317
sars	62	0.18475008367349663
shanghai	62	0.15389812428335467
daily	62	0.19036297412169823
cnn	60	0.11933347773824889
france	60	0.10438714869152114
experts	60	0.22103851250108023
flights	59	0.22393999283109978
officials	59	0.25245421625845743
oregon	59	0.024190420121920714
symptoms	58	0.21179531482369873
japanese	57	0.16754473152977223
countries	56	0.3463007287157149
money	56	0.23517396903711987
philippines	56	0.1302242758886295
germany	55	0.15419624726539988
daegu	55	0.0989285609610903
u.s	54	0.22715440518990163
lives	54	0.19818558388487123
vietnam	54	0.11619403588197338
days	53	0.1598200841281507
weeks	53	0.17965355036982356
bloomberg	53	0.10786835370938795
case	52	0.3623820094830664
fears	52	0.23517922734150792
help	52	0.19590718795776227
outbreak	52	0.4239623099441203
israel	52	0.10858855662712368
panic	52	0.1602985859918981
government	51	0.2894306591645351
pakistani	50	0.12529267026403207
lagos	50	0.06487145981963384
doctors	50	0.23049787880270772
travel	50	0.1654014209359321
egypt	50	0.0876109384631576
life	49	0.2768657618349929
soap	48	0.09808435939170931
london	48	0.10928300586794679
asian	47	0.1393526178134653
cuba	47	0.0970695970781737
tokyo	47	0.12761423156480947
racism	46	0.18236869578307532
place	46	0.18291134555611022
flu	45	0.19762055390702432
hhs	45	0.0549790586950488
years	45	0.19163940800369048
biden	44	0.1116479253591881
humans	44	0.21784213520078805
billions	44	0.16896566958058387
hospitals	44	0.24775787240651664
indians	43	0.09115931257323968
police	43	0.19395675601929396
iranian	43	0.09903532675363826
turkey	42	0.11137326520171874
treatment	42	0.17485775644499368
cambodia	42	0.10796385685082249
order	41	0.18248423962026572
british	41	0.16586102988912943
citizens	40	0.21743284002107546
politics	40	0.13167064871716755
