Item	Frequency	Score
hong kong	528	0.41330273962088293
south korea	326	0.32608489481569713
corona virus	245	0.6314315420640898
mike pence	178	0.06520682354667535
president trump	97	0.19637994629118705
donald trump	94	0.1957933139633739
coronavirus outbreak	93	1.1199084055049022
mainland china	74	0.781676387320118
washington state	67	0.07424218194730112
neil diamond	58	0.022569876284828226
north korea	55	0.23039745898899658
public health	51	0.2867267773612948
south carolina	49	0.02689584028504132
coronavirus cases	48	0.8569688632870583
xi jinping	48	0.19954174967721452
carrie lam	47	0.1363502072729513
hubei province	46	0.2722265387025024
san francisco	46	0.09237042677833385
saudi arabia	45	0.12051697788644654
nancy pelosi	41	0.08257022512848566
novel coronavirus	40	0.8944535883862947
disease control	40	0.21028634113530154
first case	38	0.31755530253575054
coronavirus fears	37	0.656381906926459
social media	37	0.23381423206130297
corona beer	36	0.07865340148403431
li wenliang	35	0.08953744459834023
confirmed cases	34	0.41540008268890044
death toll	34	0.29851202141970523
communist china	34	0.7358611018935212
chinese people	33	0.39270455483109645
cruise ship	30	0.2237430301411028
climate change	29	0.15698158401990023
health officials	29	0.2306553802130563
bernie sanders	29	0.11773758429141093
white house	28	0.1480882450562748
tom cotton	27	0.07448568336573776
new york	26	0.11396155734491406
medical supplies	25	0.22845762953580595
new cases	25	0.3416683196894371
santa clara county	24	0.05374929088318328
face masks	24	0.24231637574680104
king county	24	0.023386839661045752
coronavirus concerns	23	0.5510367203588589
chen qiushi	23	0.0767702717526994
new england journal	23	0.016444177232627595
coronavirus death toll	22	0.607383118905407
san diego	22	0.09416844192037828
larry kudlow	22	0.04632752161892107
united states	22	0.12225510384367823
s. korea	22	0.12430277640984608
wuhan coronavirus	21	0.28671362599681205
dr. li wenliang	21	0.12376121554373129
joe biden	21	0.07637098590836716
about #coronavirus	21	0.15427721879352196
elizabeth warren	20	0.04696038032523446
medical workers	20	0.14349488308957287
human rights	20	0.14859167774193496
open borders	20	0.16144288111047084
diamond princess	20	0.12388897959822216
wuhan china	19	0.40554490623110173
travel restrictions	19	0.11454071972833915
free speech	19	0.13924422597750022
combat coronavirus	19	0.2264241592023925
mick mulvaney	19	0.0264182867588426
protective gear	18	0.08059909961601609
fake news	18	0.14240962186072303
china 🇨🇳	18	0.41382646120082556
tens of thousands	18	0.04160602603848215
alex azar	18	0.06495846884694995
dr. fauci	18	0.05059564110879405
east africa	17	0.08664715666752167
coronavirus patient	17	0.3410942609752196
next week	17	0.11031454709107152
national health commission	17	0.18178708864111548
novel #coronavirus	17	0.2457945220328337
first coronavirus death	17	0.302502798840047
wuhan city	17	0.16699471366110916
communist party	17	0.1170545484941233
infectious diseases	16	0.12638818417273845
south africa	16	0.0982819485823026
hong kongs	16	0.13081271642324951
boris johnson	16	0.11721795430470705
test kits	16	0.07796462281940097
coronavirus patients	16	0.4888831845083501
coronavirus response	16	0.3197367020857826
medical staff	15	0.14207289786675953
big pharma	15	0.10458938792481125
coronavirus evacuees	15	0.2804114464908197
new zealand	15	0.04217645608733814
jimmy lai	15	0.022002575367188873
first death	14	0.12074533429636437
coronavirus threat	14	0.3479085468073153
anthony fauci	14	0.039704887467480764
president xi	14	0.09700771524079936
south korean	14	0.10759019409426349
new york city	13	0.09428807935197017
president obama	13	0.061036262750810685
wuhan virus	13	0.22624332037519287
further notice	13	0.08048823979471321
white people	13	0.1382002029239786
chinese authorities	13	0.14252029071239447
zhejiang province	13	0.08762786761267502
rush limbaugh	13	0.07323480876818377
mike bloomberg	13	0.05623988738335153
political gain	13	0.06506313118540417
american lives	13	0.07835496393493883
jyp entertainment	13	0.02763457714906351
o pen hands	13	0.023851978668649403
several weeks	13	0.022596642368630473
charles darwin	13	0.01337154896242786
new coronavirus	12	0.46905167777748646
good news	12	0.11894015165682816
how many people	12	0.11493928760108303
just 10 days	12	0.026964463616981012
border security	12	0.09904803960049989
infected people	12	0.13841985743198845
chinese fans	12	0.09134707394977423
chinese officials	12	0.17951864009294224
close contact	12	0.10505336326626838
community spread	12	0.05145766296317118
u.s. cdc	12	0.05545030639242236
universal healthcare	12	0.08089951266946788
paid sick leave	12	0.06359004151016741
lee taeyong	12	0.020607248148317565
sri lanka	11	0.07571718973481778
surgical masks	11	0.12206384902097843
world health organization	11	0.13674734727509474
protective clothing	11	0.09051479735000606
confirmed coronavirus cases	11	0.32626306302866914
chinas response	11	0.21443551086579496
bill gates	11	0.07677435946646648
north america	11	0.07874449364574397
adam schiff	11	0.04883214221254991
mitt romney	11	0.046672675679867534
solano county	11	0.056427829588433676
rachel maddow	11	0.022310467056071537
pakistani students	10	0.12458015887586975
sadhna tv	10	0.05896567567540592
another day	10	0.04507734816794359
hand washing	10	0.0639259596181839
clean water	10	0.07544665133321675
travis afb	10	0.03507512029790402
sanctuary cities	10	0.0675933978541025
valentines day	10	0.05126046099353511
uighur muslims	10	0.09175212982168422
gavin newsom	10	0.03423446527032164
toilet paper	10	0.08076725360770047
mike pompeo	10	0.06424271967965892
conspiracy theories	10	0.06415215523610132
san antonio	10	0.05646804867789452
recent weeks	10	0.0621376826984309
state department	10	0.07178596122146576
gui minhai	10	0.04419614288483134
nancy messonnier	10	0.031617369137399834
cdc funding	10	0.08125801051257889
hhs whistleblower	10	0.035454920582736374
michael avenatti	10	0.029786777778650457
touching hands	10	0.062225414524668204
touching you-	10	0.0242473797275671
sick people	9	0.10400032570093151
national security	9	0.11359757321985367
middle east	9	0.06097004443711877
ji maharaj	9	0.08870611057191059
coronavirus update	9	0.19727239795965537
los angeles	9	0.07372750322654706
guangdong province	9	0.06777159904210568
chinas hubei province	9	0.1522572933186127
flu-like symptoms	9	0.05428256415917893
shaheen bagh	9	0.049250749271921225
steve bannon	9	0.04725495368326374
chinese doctor	9	0.056978760794541956
chinese scientists	9	0.1528037668051273
henan province	9	0.05249747959545779
seasonal flu	9	0.11227862854027276
dr. li	9	0.13805140585038206
each day	9	0.05775415867630244
chinas government	9	0.18702812899159177
local officials	9	0.10709095937550543
jerry nadler	9	0.054203386794620445
british columbia	9	0.05024683168347068
dean koontz	9	0.04426253697655577
both countries	9	0.03914602977530733
jim bakker	9	0.04218811022502499
las vegas	9	0.028924066661856956
liu zhiming	9	0.04553591853643903
harpers bazaar	9	0.014719405607953397
inter milan	9	0.016900154576563905
fang bin	8	0.04304232016882261
concentration camps	8	0.0972002402234086
which country	8	0.058652851457013926
serious condition	8	0.07407454939724142
wuhan hospital	8	0.13588905295436368
public health experts	8	0.13034311477322685
donald trumps	8	0.03327199739634374
face mask	8	0.12134165074710464
hundreds of thousands	8	0.036345255821582115
virus outbreak	8	0.18137626538965915
coronavirus vaccine	8	0.28089761701951593
chinese mainland	8	0.14601098617058786
travis air force	8	0.07648599279007434
earlier today	8	0.016069458037967742
hundreds of millions	8	0.034522152303136655
bbc news	8	0.04706050746762015
chinas military	8	0.09095923880789786
no one	8	0.04167031958019997
jeong ho-seok	8	0.028356314883656364
north koreas	8	0.036855525234708864
health experts	8	0.06558673161209125
wall street	8	0.07586646032821052
new coronavirus cases	8	0.2103458004734341
michael bloomberg	8	0.04056200326089301
dow jones	8	0.043224278514168976
n. korea	8	0.039437225748238075
bloomberg news	8	0.04083867403643218
wall street journal	8	0.056375198644282656
infected americans	8	0.052158223910797864
seoul map	8	0.02569807175321504
snsd yoona	8	0.01732517162526534
govt officials	8	0.02675242186443476
us coronavirus death	8	0.08869422788133283
trump rallies	8	0.052727176227836826
indian students	7	0.06238248797814257
pak government	7	0.041286981571322864
medical observation	7	0.0677970268889867
suspected cases	7	0.135705371344995
hunan province	7	0.08293931751434443
serious/critical condition	7	0.050381485622031874
chinese government	7	0.11995011113185758
h5n1 bird flu	7	0.0933110876947102
hiv drugs	7	0.07498404399242757
global health	7	0.1183480680443784
stock market	7	0.10863622548659467
wild animals	7	0.07816289361669528
coronavirus quarantine	7	0.2813095521336748
trump administration	7	0.05820738795957013
southeast asian countries	7	0.04891294183223891
gun violence	7	0.08672804515555765
bad news	7	0.07718805483160811
sick leave	7	0.0615792511125884
top priority	7	0.032221576027160914
pepper spray	7	0.07220510674718816
uyghur muslims	7	0.05493687618796432
everyones health	7	0.019672166440529344
coronavirus pandemic	7	0.2995680053686101
n95 masks	7	0.08801756860202462
new jersey	7	0.03528427685646765
corona chan	7	0.05977388967995575
lagos state	7	0.03822758663067656
tiananmen square	7	0.043374251274039974
chinese communist party	7	0.06563304404578993
zhong nanshan	7	0.03734384382266705
black people	7	0.12538650808781338
organic matters	7	0.07047254992983495
coronavirus deaths	7	0.2437878508386974
trump supporters	7	0.07496003888103965
china #	7	0.28654254676524354
tax cuts	7	0.04993748684768397
china daily	7	0.13965280843813319
wuchang hospital	7	0.052317360475178314
red china	7	0.19426012556752667
healthy people	7	0.07545558881021829
coronavirus-infected americans	7	0.06239527556423613
anonymous sources	7	0.029750636015941606
chad wolf	7	0.03307490931650106
jim jordan	7	0.02451765828501231
hadi khosroshahi	7	0.02988240086545397
world war	7	0.06762583261623599
world war 3	7	0.03586401361974515
seoul concert	7	0.022326830859855228
various countries	7	0.04667141949341752
pro-democracy voices	7	0.04241553430670407
task force	7	0.04018053732452192
tony fauci	7	0.033945628640706174
sick patients	7	0.038251996449586
chinese food	6	0.09359716903055942
